0,0.000837521
50000,0.052554439
100000,0.054229481
150000,0.05360134
200000,0.055904523
250000,0.05318258
300000,0.047319933
350000,0.058417085
400000,0.034966499
450000,0.040829146
500000,0.033710218
550000,0.032872697
600000,0.029313233
650000,0.023659966
700000,0.028056951
750000,0.023031826
800000,0.021984925
850000,0.020938023
900000,0.019891122
950000,0.017378559
1000000,0.01758794
1050000,0.015703518
1100000,0.012981575
1150000,0.011306533
1200000,0.013190955
1250000,0.011725293
1300000,0.011934673
1350000,0.012562814
1400000,0.009422111
1450000,0.010887772
1500000,0.007328308
1550000,0.006700168
1600000,0.007328308
1650000,0.007956449
1700000,0.005025126
1750000,0.007537688
1800000,0.006072027
1850000,0.007328308
1900000,0.004815745
1950000,0.005234506
2000000,0.004187605
2050000,0.004187605
2100000,0.004815745
2150000,0.003768844
2200000,0.003978224
2250000,0.003350084
2300000,0.003350084
2350000,0.002931323
2400000,0.002093802
2450000,0.004815745
2500000,0.003350084
2550000,0.003140704
2600000,0.001884422
2650000,0.004187605
2700000,0.001884422
2750000,0.001884422
2800000,0.002721943
2850000,0.001046901
2900000,0.002093802
2950000,0.001046901
3000000,0.002512563
3050000,0.002512563
3100000,0.000628141
3150000,0.001884422
3200000,0.001256281
3250000,0.001675042
3300000,0.001465662
3350000,0.00041876
3400000,0.001046901
3450000,0.001046901
3500000,0.001675042
3550000,0.000628141
3600000,0.001256281
3650000,0.001046901
3700000,0.000628141
3750000,0.000628141
3800000,0.000837521
3850000,0.001256281
3900000,0.000628141
3950000,0.00041876
4000000,0.000837521
4050000,0.000628141
4100000,0.001046901
4150000,0.00020938
4200000,0.000837521
4250000,0.00041876
4300000,0.00041876
4350000,0.00041876
4400000,0.000628141
4450000,0.00020938
4500000,0.000837521
4550000,0.00020938
4600000,0.00041876
4650000,0
4700000,0
4750000,0.00041876
4800000,0.00041876
4850000,0.001046901
4900000,0
4950000,0.000628141
5000000,0.00041876
0.010469012,
1,
