0,0,0,0
50000,0.120769682,0.121175992,0.120363372
100000,0.081886935,0.082237077,0.081536792
150000,0.069124791,0.069444811,0.06880477
200000,0.060238275,0.060540518,0.059936031
250000,0.053146147,0.053416877,0.052875418
300000,0.04780067,0.048061914,0.047539426
350000,0.043044807,0.043283995,0.042805619
400000,0.038914992,0.039156998,0.038672985
450000,0.035217755,0.035453706,0.034981804
500000,0.032105946,0.032321764,0.031890129
550000,0.029386097,0.029609086,0.029163108
600000,0.026684255,0.026897479,0.026471031
650000,0.0244933,0.024688537,0.024298063
700000,0.022739112,0.022928677,0.022549547
750000,0.020680067,0.020869606,0.020490528
800000,0.019184255,0.01935729,0.019011219
850000,0.01779062,0.017962065,0.017619175
900000,0.016468593,0.016623585,0.016313601
950000,0.015036851,0.015188485,0.014885217
1000000,0.013850503,0.013996834,0.013704171
1050000,0.013093384,0.013238039,0.012948729
1100000,0.012109296,0.01224938,0.011969213
1150000,0.011288526,0.011421255,0.011155797
1200000,0.010541457,0.010665757,0.010417157
1250000,0.009795645,0.009918886,0.009672404
1300000,0.009079983,0.009197982,0.008961985
1350000,0.008608878,0.008724487,0.008493268
1400000,0.007960218,0.008073407,0.007847028
1450000,0.007360553,0.007468887,0.007252219
1500000,0.006982831,0.007087011,0.00687865
1550000,0.006520938,0.006623577,0.006418299
1600000,0.005944305,0.006042552,0.005846058
1650000,0.005613903,0.005702705,0.005525101
1700000,0.005324121,0.005419372,0.005228869
1750000,0.004960218,0.005047645,0.004872791
1800000,0.004634841,0.004721668,0.004548014
1850000,0.004456449,0.004544343,0.004368555
1900000,0.004149079,0.004234394,0.004063764
1950000,0.003830821,0.003912035,0.003749607
2000000,0.003656616,0.003733427,0.003579806
2050000,0.003434673,0.003508264,0.003361082
2100000,0.003258794,0.003328175,0.003189413
2150000,0.003009631,0.003078748,0.002940515
2200000,0.00284129,0.00291162,0.002770959
2250000,0.002747906,0.002816576,0.002679236
2300000,0.002552345,0.002613462,0.002491229
2350000,0.002405779,0.002467591,0.002343967
2400000,0.002311977,0.002373564,0.002250389
2450000,0.002133166,0.002189809,0.002076522
2500000,0.002078308,0.002137881,0.002018735
2550000,0.001913735,0.00197015,0.001857321
2600000,0.001829564,0.001883725,0.001775404
2650000,0.001662479,0.001716057,0.001608901
2700000,0.001571608,0.001620878,0.001522338
2750000,0.001507956,0.001557608,0.001458305
2800000,0.001454355,0.001501849,0.001406862
2850000,0.001397822,0.001444378,0.001351267
2900000,0.001273032,0.001314349,0.001231715
2950000,0.001257119,0.001301317,0.001212921
3000000,0.001123116,0.001164767,0.001081464
3050000,0.001115159,0.001158597,0.001071721
3100000,0.00104732,0.001088093,0.001006547
3150000,0.000976968,0.001017157,0.00093678
3200000,0.000941374,0.000982495,0.000900253
3250000,0.000840452,0.000874258,0.000806647
3300000,0.000827471,0.000863377,0.000791564
3350000,0.000829146,0.000866862,0.00079143
3400000,0.000743719,0.000779387,0.000708051
3450000,0.000739531,0.000773632,0.00070543
3500000,0.000678811,0.000711336,0.000646285
3550000,0.000685092,0.000719119,0.000651065
3600000,0.000585427,0.000614582,0.000556272
3650000,0.000599665,0.000631591,0.000567739
3700000,0.000561139,0.000589749,0.000532529
3750000,0.000531407,0.000561196,0.000501618
3800000,0.000537688,0.000567686,0.000507691
3850000,0.000500838,0.000530431,0.000471244
3900000,0.000478643,0.000506133,0.000451154
3950000,0.000419179,0.000446606,0.000391753
4000000,0.00043258,0.000459175,0.000405984
4050000,0.000411642,0.000436871,0.000386412
4100000,0.000372697,0.00039707,0.000348324
4150000,0.00034464,0.000367409,0.000321871
4200000,0.000365159,0.000388413,0.000341905
4250000,0.000339196,0.000362135,0.000316257
4300000,0.000301926,0.00032383,0.000280023
4350000,0.000314908,0.000337022,0.000292794
4400000,0.000312395,0.000335084,0.000289706
4450000,0.000276382,0.000298767,0.000253996
4500000,0.000262982,0.000283007,0.000242956
4550000,0.000249581,0.000269202,0.000229961
4600000,0.000250419,0.000270639,0.000230198
4650000,0.000223618,0.000241656,0.00020558
4700000,0.000228643,0.000247954,0.000209333
4750000,0.000203099,0.000221635,0.000184563
4800000,0.000203936,0.000222067,0.000185805
4850000,0.000184255,0.000200866,0.000167644
4900000,0.000188023,0.000204655,0.000171392
4950000,0.000172529,0.000188763,0.000156296
5000000,0.000176717,0.000193349,0.000160085
