33765,0,9
2069,0,5
209,1,5
25353,0,11
25358,0,11
25354,0,11
2007,0,11
1724,0,11
561,0,11
1112,0,11
873,0,11
9661,0,11
17831,0,11
44517,0,11
1625,0,21
1626,0,21
1626,0,21
1018,0,8
1018,0,8
920,0,8
172,0,9
175,0,9
253,0,9
39387,0,9
314,86400,9
2619,86400,9
11336,0,19
1260,300,19
2460,0,19
45283,0,19
506,0,19
1180,0,19
2230,0,19
1933,0,19
2087,0,19
417,0,19
2955,0,19
2133,0,19
1086,0,19
814,0,19
1861,0,19
5628,0,19
2178,0,19
2426,0,19
1639,300,19
55612,0,62
44,150,62
44,150,62
44,150,62
44,150,62
44,150,62
44,150,62
44,150,62
44,150,62
44,150,62
44,150,62
1856,86681,62
10959,93020,62
770,86682,62
43,0,62
30396,86662,62
43,0,62
7930,1800,62
238,0,62
13606,0,62
7356,0,62
7181,0,62
1487,0,62
6074,86400,62
4780,86400,62
4588,86400,62
3565,86400,62
4977,86400,62
5629,86400,62
5361,86400,62
7202,0,62
178,0,15
2801,0,15
521,86400,15
50,0,15
15675,43200,15
20804,60,15
35,0,15
43,0,15
94703,599,33
8772,599,33
61634,7200,33
2834,7200,33
5564,604800,33
545,600,33
6250,3600,33
1,0,33
239,600,33
152946,7166,33
11591,7166,33
8923,600,33
1141,0,33
5993,600,33
2,0,33
48,0,33
1623,600,33
233,0,33
1740,0,33
346,7200,33
336,7200,33
179,0,33
12985,7200,33
248,0,33
12693,0,17
12706,0,17
53,0,17
1724,0,17
64,0,17
64,0,17
20,0,17
64,0,17
64,0,17
80,0,17
6639,0,38
6996,0,38
300,0,38
857,0,38
2860,0,38
42,0,38
2860,0,38
43,0,38
43,0,38
707,0,38
163,0,38
891,0,4
893,0,4
12813,0,28
12753,0,28
12787,0,28
43,0,28
43,0,28
43,0,28
260,86400,30
3676,0,30
2906,7200,30
43,0,30
48,0,30
1418,7200,30
43,0,30
43,0,30
139,0,6
332,0,6
2072,0,6
1503,507385,6
10873,507384,6
371,0,6
3556,0,12
20,0,12
3561,0,12
34965,604800,12
6904,604800,12
54765,604800,12
32,0,12
43,0,12
43,0,12
160,604800,12
3122,604800,12
477,604800,12
4321,0,31
4322,0,31
4312,0,31
4312,0,31
42,0,31
91,0,31
170,0,31
12,0,31
34103,0,10
45913,0,11
42,0,11
177,0,11
42,0,11
25453,604800,11
42,0,11
42,0,11
9971,0,12
18815,3600,12
77,0,12
8184,0,15
8201,0,15
15675,43200,15
3028,0,15
35,0,15
184,0,38
48456,0,38
14969,604800,38
16778,604800,38
207,0,38
43,0,38
32,0,38
43,0,38
19341,604800,38
43,0,38
14010,604800,38
10124,604800,38
10321,604800,38
23578,604800,38
10507,604800,38
7093,604800,38
21082,604800,38
80,0,38
43,0,38
43,0,38
43,0,38
43,0,38
7298,604800,38
7271,604800,38
6343,604800,38
10176,604800,38
15576,604800,38
7814,604800,38
7988,604800,38
5903,604800,38
6793,604800,38
5439,604800,38
43,0,38
43,0,38
2197,604800,38
2309,604800,38
1094,604800,38
128,0,52
25511,0,52
891,35667,52
27293,0,52
19297,0,52
42,0,52
42,0,52
48428,0,52
29733,0,52
21897,0,52
16568,0,52
17525,0,52
19432,0,52
47087,0,52
32296,0,52
25697,0,52
30220,0,52
23991,0,52
38344,0,52
28824,0,52
25759,0,52
30653,0,52
44206,0,52
52213,0,52
29221,0,52
37229,0,52
27698,0,52
30616,0,52
30002,0,52
43542,0,52
30688,0,52
32170,0,52
26955,0,52
42511,0,52
35080,0,52
40740,0,52
4985,0,52
28982,1800,52
35,0,52
44171,0,52
43,0,52
30963,0,52
34388,0,10
34275,0,9
14908,0,28
154,0,28
14908,70,28
5616,0,28
95,0,28
310,70,28
245,70,28
2838,120,28
142,120,28
34140,0,8
6025,0,11
103,0,11
6047,0,11
5021,86400,11
7190,86400,11
2087,86400,11
3439,86400,11
1887,86400,11
75,0,11
299,0,11
43,0,11
34546,0,10
34200,0,10
3265,112,56
2288,374,56
7358,348,56
