#Year	Global speed: All Handsets	Global speed: Smartphones	"Global speed: 
#Tablets"	North America		byte	kbit (1024)		Global speed: All Handsets	Global speed: #Smartphones	"Global speed: 
#Tablets"	North America
2012	526	2064	3683	2622		703197.7002	5625.581602		10.69502206	2.725572481	1.527445453	2.145530741
2013	817	2664	4811	4083		1406395.4	11251.1632		13.77131359	4.223409611	2.338632967	2.755611855
2014	1233	3358	6082	5850		2812790.801	22502.32641		18.25006197	6.70110971	3.69982348	3.846551522
2015	1857	4263	7624	8023		5625581.602	45004.65281		24.23513883	10.55703796	5.903023716	5.60945442
2016	2725	5284	9438	10793		11251163.2	90009.30563		33.03093784	17.03431219	9.536904601	8.339600262
2017	3898	6528	11660	14399		22502326.41	180018.6113		46.1823015	27.5763804	15.43898896	12.50216065
