29,211023,29,11675517,17,10,0,,,:0:4:38410;:691200:4:77732;:31536000:8:456846;:31412916:1:20824;,:0:1:34546;:31536000:9:448300;
30,211017,30,11675613,105,52,1,:19926701:1:586;,:19956707:1:586;,:0:40:207984;:86400:2:1940;:12304004:1:48;:700858117:1:59858;:12303809:1:93;:1800:3:45007;:3543:1:1431;:586636:1:8213;:12304141:1:417;:247695:1:3289;:12304016:1:172;:700840092:1:48978;:24213:1:895;:593375:1:7058;:558488:1:6998;:565017:1:14263;:594458:1:7387;:12306972:1:1105;:537754:1:4029;:12310815:1:895;:571040:1:7045;:14823523:1:85;:41:1:43;:300:1:42;:12304690:1:386;:700840093:1:82236;:1200:1:58072;:6007730:1:11184;:593331:1:7044;:359478:1:2135;:28062695:1:9917;:31146100:1:48370;:33979:1:43;:134846:1:7075;:175809:1:657;:593346:1:12439;:12307084:1:4842;:12303946:1:43;:19926701:1:586;:27943250:1:12962;:579411:1:10470;:12304087:1:24607;:12307160:1:4286;:12307035:1:4082;:579420:1:10116;:593374:1:4083;:603359:1:4059;:175841:1:2712;:12307003:1:1142;:2276:1:2469;:28062694:1:9917;:12303591:1:420;:14312:1:43;:379132:1:25173;:593259:1:4987;:315569260:1:28982;:25453:1:43;:28062633:1:9917;:601588:1:8121;:566519:1:9245;:6648:1:2015;:593404:1:5053;:593406:1:6737;,:0:41:1091835;:15552000:1:23939;:31115490:1:46444;:19956707:1:586;:25446468:1:32819;:30354504:1:6861;:29834987:1:27078;:1800:1:28982;:25454056:1:2990;:35667:1:891;:29834967:1:24142;:29835099:1:2220;
31,211019,31,11675535,15,9,0,,,:0:3:37801;:691200:4:77732;:31536000:7:314399;:31412908:1:21042;,:0:1:34275;:31536000:8:311488;
32,211033,32,11675585,87,12,0,,,:0:67:239744;:120:2:29427;:31536000:14:76214;:43200:1:9468;:604800:3:132612;,:0:3:6513;:2592000:3:2885;:31536000:4:8154;:60:1:186;:86400:1:90;
33,211016,33,11675593,91,38,1,:0:1:184;,:0:1:184;,:0:37:55654;:604800:52:516533;:86400:1:1160;:7200:1:43;,:0:15:49346;:604800:23:234004;
34,211027,34,11675522,67,70,37,:0:4:366;:31536000:1:42690;:258:1:2161;:131:1:9360;:900:1:7516;:261:1:20224;:86400:1:9642;:533:1:764;:278:1:6799;:33820:1:907;:799:1:7266;:75426:1:1500;:677:1:10746;:433:1:6671;:821:1:1594;:184:1:9451;:77718:1:17910;:191:1:36771;:326:1:16642;:713:1:4950;:802:1:24952;:31566:1:8221;:603:1:125;:605:1:748;:293:1:27713;:482:1:289;:229:1:476;:362:1:11628;:627:1:25942;:758:1:557;:119:1:16682;:637:1:474;:638:1:1247;:127:1:27332;,:0:4:366;:31536000:1:42690;:643:1:20224;:900:1:7516;:133:2:22374;:129:1:4950;:521:1:16682;:84845:1:17910;:86400:1:9642;:531:1:7266;:772:1:27713;:675:1:9360;:804:1:289;:697:1:9451;:577:1:2161;:846:1:476;:31440:1:907;:722:1:24952;:83:1:27332;:590:1:25942;:601:1:125;:348:1:6799;:350:1:16642;:74721:1:1500;:80:1:6671;:233:1:474;:749:1:1594;:13545:1:8221;:376:1:764;:633:1:748;:253:1:1247;:254:1:36771;:213:1:557;,:0:21:46001;:31536000:1:42690;:258:1:2161;:131:1:9360;:900:3:26434;:261:1:20224;:650:1:65547;:86400:1:9642;:275:1:1673;:533:1:764;:278:1:6799;:33820:1:907;:315360000:1:2361;:799:1:7266;:75426:1:1500;:419:1:78678;:293:1:27713;:300:1:4208;:303:1:12476;:433:1:6671;:308:1:89981;:821:1:1594;:184:1:9451;:77718:1:17910;:191:1:36771;:196:1:1432;:326:1:16642;:713:1:4950;:802:1:24952;:31566:1:8221;:717:1:1118;:603:1:125;:605:1:748;:677:1:10746;:482:1:289;:99:1:20436;:229:1:476;:362:1:11628;:314987:1:4416;:627:1:25942;:758:1:557;:119:1:16682;:637:1:474;:638:1:1247;:127:1:27332;,:0:24:32106;:31536000:1:42690;:643:1:20224;:900:1:7516;:133:2:22374;:129:1:4950;:521:1:16682;:84845:1:17910;:86400:1:9642;:531:1:7266;:772:1:27713;:315360000:1:2349;:675:1:9360;:804:1:289;:808:1:2132;:300:1:4189;:819:1:2194;:452406:1:76509;:697:1:9451;:570:1:37387;:516652:1:4904;:577:1:2161;:454:1:33639;:590:1:25942;:31440:1:907;:722:1:24952;:83:1:27332;:596:1:16550;:846:1:476;:601:1:125;:90:1:12468;:348:1:6799;:350:1:16642;:74721:1:1500;:80:1:6671;:233:1:474;:749:1:1594;:616:1:46759;:883:1:669;:13545:1:8221;:376:1:764;:633:1:748;:450812:1:81385;:253:1:1247;:254:1:36771;:213:1:557;
35,211025,35,11675616,63,56,37,:1921:1:793;:386:1:2288;:2307:1:97306;:516:1:6361;:392:1:1097;:428:1:7486;:402:1:328;:409:1:3037;:388:1:3349;:2977:1:200533;:2219:1:1485;:300:1:214;:3118:1:152987;:3505:1:7455;:2035:1:1224;:437:1:24439;:315:1:6254;:318:1:54875;:323:1:1188;:327:1:27988;:456:2:39680;:473:1:1187;:346:1:1392;:476:1:2343;:478:1:10563;:2018:1:183588;:2147:1:3043;:2151:1:3965;:3432:1:206;:3561:1:195;:362:1:2521;:499:1:5652;:3060:1:20333;:374:2:21637;:376:1:15051;,:386:1:1097;:398:1:24439;:2194:1:7455;:403:1:2229;:2581:1:20333;:2198:1:793;:409:1:1188;:423:1:2343;:348:1:7358;:558:1:37451;:305:1:27988;:562:1:1392;:2745:1:183588;:2748:1:3965;:1981:1:200533;:319:1:54875;:1856:1:1224;:325:1:14279;:2375:1:152987;:1993:1:195;:461:1:2521;:335:1:15051;:337:1:7486;:1876:1:206;:2646:1:3043;:343:1:10563;:476:1:214;:488:1:6361;:494:1:3037;:2159:1:1485;:370:3:10188;:371:1:6254;:372:1:328;:374:1:2288;:3583:1:97306;,:0:2:43;:1921:1:793;:386:1:2288;:2307:1:97306;:388:1:3349;:2262:1:4516;:392:1:1097;:428:1:7486;:2828:1:3385;:3087:1:4248;:402:1:328;:3221:1:49;:409:1:3037;:516:1:6361;:3355:1:2315;:2721:1:125101;:348:1:3153;:2219:1:1485;:300:1:214;:3118:1:152987;:3505:1:7455;:3161:1:613;:2035:1:1224;:2996:1:5302;:437:1:24439;:3143:1:641;:315:1:6254;:72:1:2094;:3135:1:643;:2977:1:200533;:323:1:1188;:3190:1:607;:327:1:27988;:456:2:39680;:1845:1:5646;:3412:1:2447;:341:1:2064;:3158:1:5528;:3416:1:5148;:473:1:1187;:346:1:1392;:476:1:2343;:478:1:10563;:3167:1:98578;:2018:1:183588;:2147:1:3043;:2151:1:3965;:3432:1:206;:3561:1:195;:362:1:2521;:2283:1:7514;:2924:1:4091;:110:1:9062;:2545:1:12387;:499:1:5652;:3060:1:20333;:318:1:54875;:374:2:21637;:3191:1:661069;:376:1:15051;,:0:1:43;:2817:1:4350;:386:1:1097;:3082:1:3391;:398:1:24439;:1808:1:12788;:2194:1:7455;:403:1:2229;:3502:1:192463;:2581:1:20333;:2198:1:793;:409:1:1188;:1829:1:3911;:423:1:2343;:1832:1:13821;:348:1:7358;:558:1:37451;:305:1:27988;:562:1:1392;:2121:1:6021;:2745:1:183588;:442:1:4901;:2748:1:3965;:1981:1:200533;:2110:1:4446;:319:1:54875;:1856:1:1224;:2369:1:3045;:325:1:14279;:2375:1:152987;:1993:1:195;:1995:1:2151;:3148:1:115863;:461:1:2521;:335:1:15051;:337:1:7486;:1876:1:206;:2646:1:3043;:343:1:10563;:476:1:214;:3038:1:7202;:2146:1:10892;:2019:1:226731;:3430:1:13035;:488:1:6361;:530:1:1158;:494:1:3037;:2159:1:1485;:112:1:3265;:370:3:10188;:371:1:6254;:372:1:328;:374:1:2288;:3583:1:97306;
36,211021,36,11675539,15,8,0,,,:0:3:38377;:691200:4:77745;:31536000:7:325397;:31412979:1:21292;,:0:1:34140;:31536000:7:310989;
37,211034,37,11675592,90,23,3,:43200:1:15675;:1209600:1:1140;:24375837:1:16163;,:43200:1:15675;:1209600:1:1140;:6838844:1:16163;,:0:49:73088;:31536000:6:80881;:24379009:1:27014;:24385805:1:22208;:3600:9:59111;:86400:3:40752;:18584:1:47579;:24375837:1:16163;:172800:1:835;:1962:1:4862;:605101:1:688;:1209600:2:3435;:24374580:1:1744;:43200:2:22826;:24378949:1:8999;:18317:1:53937;:605648:1:540;:24378966:1:110;:600:1:614;:24383451:1:36847;:21600:2:2104;:24379024:1:194603;:21094509:1:3267;:606074:1:18948;,:0:5:4574;:21600:4:58038;:13091:1:12959;:1209600:1:1140;:43200:1:15675;:17825:1:289;:16268:1:5935;:25925098:1:13453;:20556:1:632;:20910:1:451;:15056:1:409;:16545379:1:5188;:14231:1:1093;:14586:1:3322;:6838844:1:16163;:16538430:1:5277;
38,211022,38,11675598,7,11,0,,,:0:2:2829;:2592000:2:8330;:315360000:3:9549;,:0:6:12592;:86400:5:19624;
