# date, startedDateTime (AVG), startedDateTime (STD), TTFB (AVG), TTFB (STD), renderStart (AVG), renderStart (STD), onContentLoaded (AVG), onContentLoaded (STD), onLoad (AVG), onLoad (STD), fullyLoaded (AVG), fullyLoaded (STD), visualComplete (AVG), visualComplete (STD), PageSpeed (AVG), PageSpeed (STD), SpeedIndex (AVG), SpeedIndex (STD), rank (AVG), rank (STD), reqTotal (AVG), reqTotal (STD), reqHtml (AVG), reqHtml (STD), reqJS (AVG), reqJS (STD), reqCSS (AVG), reqCSS (STD), reqImg (AVG), reqImg (STD), reqGif (AVG), reqGif (STD), reqJpg (AVG), reqJpg (STD), reqPng (AVG), reqPng (STD), reqFont (AVG), reqFont (STD), reqFlash (AVG), reqFlash (STD), reqJson (AVG), reqJson (STD), reqOther (AVG), reqOther (STD), bytesTotal (AVG), bytesTotal (STD), bytesHtml (AVG), bytesHtml (STD), bytesJS (AVG), bytesJS (STD), bytesCSS (AVG), bytesCSS (STD), bytesImg (AVG), bytesImg (STD), bytesGif (AVG), bytesGif (STD), bytesJpg (AVG), bytesJpg (STD), bytesPng (AVG), bytesPng (STD), bytesFont (AVG), bytesFont (STD), bytesFlash (AVG), bytesFlash (STD), bytesJson (AVG), bytesJson (STD), bytesOther (AVG), bytesOther (STD), bytesHtmlDoc (AVG), bytesHtmlDoc (STD), numDomains (AVG), numDomains (STD), maxDomainReqs (AVG), maxDomainReqs (STD), numRedirects (AVG), numRedirects (STD), numErrors (AVG), numErrors (STD), numGlibs (AVG), numGlibs (STD), numHttps (AVG), numHttps (STD), numCompressed (AVG), numCompressed (STD), numDomElements (AVG), numDomElements (STD), maxageNull (AVG), maxageNull (STD), maxage0 (AVG), maxage0 (STD), maxage1 (AVG), maxage1 (STD), maxage30 (AVG), maxage30 (STD), maxage365 (AVG), maxage365 (STD), maxageMore (AVG), maxageMore (STD), gzipTotal (AVG), gzipTotal (STD), gzipSavings (AVG), gzipSavings (STD),bytesPerRequest,bytesPerRequestHTML,bytesPerRequestJS,bytesPerRequestCSS,bytesPerRequestImg,bytesPerRequestOther
2011-10-15T00:00:00,1318653687,929.3552372,0,0,2473.282609,2079.087704,0,0,7156.826087,8026.93143,7782.869565,8485.268676,7065.217391,5036.398704,0,0,4547.826087,2727.751832,0,0,33.13043478,36.34712398,2.956521739,2.245348058,4.282608696,4.1001752,1.97826087,1.635065887,22.52173913,33.50713041,6.630434783,10.67984427,9.543478261,27.33106731,6.282608696,7.651834232,0,0,0,0,0,0,1.391304348,1.84718659,259062.2174,312216.916,21376.58696,49691.10688,56193.34783,65797.73995,14459.82609,24840.16168,163792.4565,274582.6698,12018.76087,22200.58501,103858.6304,257211.0046,47911.15217,58848.38191,0,0,0,0,0,0,3240,9127.530872,11978.52174,18874.74922,6.652173913,4.751280794,16.2173913,17.03948489,1.739130435,1.325908755,0.02173913,0.14583052,0.108695652,0.476776352,1.543478261,5.464138111,7.369565217,5.434826087,0,0,0,0,9.673913044,8.782527981,3.826086957,7.81666099,10.60869565,29.26674791,5.847826087,10.0021028,3.173913044,6.941696159,0,0,0,0,7819.463255,7230.316177,13121.28934,7309.362637,7272.638031,2328.75
2011-11-01T00:00:00,1320147678,4248.134096,0,0,2954.826087,3981.968971,0,0,5876.369565,5039.646388,6211.478261,5088.349338,6543.478261,5076.401163,0,0,4794.782609,4163.51531,61.32608696,42.24259871,32.52173913,35.78907966,2.717391304,2.299934247,3.956521739,4.043010726,1.913043478,1.585615872,22.7173913,33.43563775,5.717391304,9.33358369,10.76086957,27.82568784,6.173913044,7.838878435,0.043478261,0.20393112,0,0,0,0,1.173913044,1.592159428,254667.1087,288581.801,21279.73913,48890.42775,55734.86957,70233.45026,14056.58696,25004.74317,158401.4565,253525.1933,10507.78261,19954.00501,94791.26087,229375.3528,53098.5,70701.56924,1685.652174,9314.715075,0,0,0,0,3508.804348,9264.565145,11672.28261,18145.89848,6.108695652,4.443990866,18,20.35553551,1.760869565,1.447408218,0.02173913,0.14583052,0.108695652,0.476776352,1.456521739,5.460158151,6.826086957,5.333668074,0,0,0,0,7.717391304,6.472896816,4.630434783,9.206232992,11.19565217,29.66964454,4.826086957,7.405357484,4.152173913,9.859816101,0,0,0,0,7830.673128,7830.944,14086.83516,7347.761363,6972.695694,4266.875
2011-11-15T00:00:00,1321338048,2844.20239,0,0,2970.326087,3019.880678,0,0,6914.195652,6250.027261,7635.804348,6624.927637,7760.869565,6129.702392,0,0,5059.130435,3546.6511,0,0,32.93478261,36.62346728,2.913043478,2.030485988,4.043478261,4.196046388,1.673913044,1.460410124,22.93478261,33.80211093,5.695652174,9.999716442,11.13043478,28.41586261,6.108695652,8.127324446,0.043478261,0.20393112,0,0,0,0,1.326086957,1.655745567,248452.3043,273055.1166,22227.15217,50875.05904,55442.32609,72507.63388,14736.69565,26720.46008,151145.3913,228612.6967,7947,17066.91231,87903.82609,210162.1541,55294.56522,66979.78173,1685.652174,9314.715075,0,0,0,0,3215.086957,9115.065171,10895.26087,16645.87351,6.47826087,4.485431153,18.10869565,21.09422779,1.760869565,1.447408218,0.086956522,0.281771335,0.108695652,0.476776352,1.5,5.594057406,6.782608696,5.315739727,0,0,0,0,8.195652174,6.989493871,4.5,9.114608437,11.36956522,29.81417718,4.717391304,7.125163746,4.152173913,9.864224757,0,0,0,0,7543.766337,7630.216418,13711.54301,8803.74026,6590.225592,3578.31746
2011-12-01T00:00:00,1322740389,1118.028007,0,0,3258.695652,3847.448872,0,0,6088.195652,5956.86857,6341.847826,6014.150719,6413.043478,5810.695113,0,0,4993.913043,4323.148248,61.32608696,42.24259871,36.17391304,38.868398,2.782608696,2.385764334,5.130434783,6.177127149,2.152173913,2.031998281,24.89130435,35.38989555,6.326086957,10.68939814,11.7173913,29.65501867,6.847826087,8.944192654,0.02173913,0.14583052,0,0,0,0,1.195652174,1.825180935,265044.9348,285479.9879,25993.5,56721.55412,61196.71739,72345.80988,16640.17391,26403.82777,155691.0652,234417.2515,10232.47826,21777.0582,91198.43478,216630.4361,54260.15217,65582.69143,329.3913043,2209.624043,0,0,0,0,5194.086957,14180.04436,12447.76087,20152.78477,6.891304348,4.86883729,18.67391304,20.58392613,1.760869565,1.491785953,0,0,0.108695652,0.476776352,1.586956522,5.395554075,8.304347826,8.153072414,0,0,0,0,8.97826087,12.39124714,5.608695652,10.77533064,10.73913043,30.72772065,6.565217391,10.85808089,4.282608696,9.712526747,0,0,0,0,7326.963341,9341.414062,11928.17373,7731.79798,6254.837555,4537.142857
2011-12-15T00:00:00,1323924551,1272.410941,0,0,1998.5,1831.089255,0,0,5595.108696,8877.152981,5982.130435,8910.383627,5108.695652,3771.911411,0,0,3684.130435,2340.184474,61.32608696,42.24259871,32.95652174,35.75153175,2.869565217,2.592704612,4.695652174,6.185078697,1.956521739,1.933194267,22.2173913,31.82281998,5.347826087,9.330215971,10.04347826,25.51040412,6.804347826,8.875024961,0.02173913,0.14583052,0,0,0,0,1.195652174,1.837052995,264367.9565,259460.3014,23791.34783,56284.60873,61313.06522,85708.90383,17838.21739,28684.16274,154635.0652,200280.1784,9466.521739,20629.20525,74724.13043,167381.3773,70424.97826,92171.90242,329.3913043,2209.624043,0,0,0,0,6460.869565,15329.38016,11187.78261,16861.17976,6.260869565,4.331054609,17.65217391,20.0121891,1.804347826,1.453923705,0,0,0.086956522,0.458071902,1.891304348,5.684564382,7.695652174,8.112978237,0,0,0,0,7.043478261,6.4266988,5.47826087,11.27663828,10.47826087,30.77106145,6.543478261,10.33715654,3.413043478,8.911585247,0,0,0,0,8021.718997,8290.924242,13057.41204,9117.311111,6960.090998,5577.714286
2012-01-01T00:00:00,1325394497,2276.842417,0,0,2403.130435,2227.420546,0,0,6186.391304,9004.938979,6540.347826,9038.657529,5630.434783,3974.69548,0,0,4199.565217,3035.08037,61.32608696,42.24259871,32.26086957,28.76700615,2.956521739,2.536314698,4.47826087,4.312464898,2.02173913,1.799627141,21.54347826,24.37720471,6.173913044,10.35522206,8.52173913,14.39163273,6.826086957,9.111159779,0.02173913,0.14583052,0,0,0,0,1.239130435,1.935759402,266772.1739,237547.7154,26288.71739,60078.27506,62240.19565,87614.59914,17155.43478,27140.80976,154299.9348,170745.7269,16566.1087,37016.08863,72404.3913,124757.4179,65310,82640.77438,329.3913043,2209.624043,0,0,0,0,6458.5,15589.25626,12722.3913,19674.32057,6.956521739,5.124351589,16.97826087,19.2314158,1.826086957,1.619236909,0,0,0.108695652,0.476776352,1.891304348,5.809393671,7.369565217,5.817360434,0,0,0,0,7.673913044,6.928373759,6.065217391,12.29775903,7.760869565,18.90960738,7.108695652,11.52356425,3.652173913,8.97149445,0,0,0,0,8269.218329,8891.772059,13898.29612,8485.483871,7162.257316,5383.5
2012-01-15T00:00:00,1326604229,2220.206475,0,0,2695.043478,3895.905303,0,0,9019.217391,14475.5562,9371.5,14412.84786,6304.347826,5586.745048,0,0,4588.478261,4351.949572,61.32608696,42.24259871,31.60869565,28.63676435,3.02173913,2.608423899,4.347826087,4.299734023,2.043478261,1.852806587,20.95652174,24.18223973,5.804347826,10.09437976,8.434782609,14.19836514,6.695652174,9.124428666,0.02173913,0.14583052,0,0,0,0,1.217391304,1.932705284,277330.913,263335.1346,27253.21739,69875.85054,63857.41304,88186.47869,19325.17391,29310.50354,160373.3478,189047.5364,27691.84783,82455.7774,68275.52174,118069.4687,64386.54348,87221.28226,329.3913043,2209.624043,0,0,0,0,6192.369565,15294.13307,13130.69565,21832.48845,6.913043478,4.977453893,17.26086957,19.80056519,1.782608696,1.412876244,0.02173913,0.14583052,0.130434783,0.493818117,1.934782609,5.832451099,7.47826087,6.088974821,0,0,0,0,7.586956522,6.904869381,5.782608696,12.19036156,8.173913044,18.60844169,6.956521739,11.28861782,3.108695652,8.291504979,0,0,0,0,8773.88033,9019.05036,14687.205,9457,7652.670124,5263.175439
2012-02-01T00:00:00,1328077630,2500.158129,0,0,2862.869565,3498.351348,0,0,5501.521739,4952.820741,5782.717391,5013.82022,6304.347826,4916.120622,0,0,4623.478261,3978.319624,64.23913043,47.76172052,29.80434783,27.2074315,2.913043478,2.526606996,4.086956522,4.312903224,2.02173913,1.99443934,19.54347826,22.57230558,5.173913044,9.201380681,7.891304348,13.56983269,6.456521739,9.124040204,0.02173913,0.14583052,0,0,0,0,1.217391304,1.943920774,272814.1739,261471.4869,25615.19565,55027.20355,61955.32609,88906.28479,19607.97826,29647.30312,159498.5,189954.8995,10202.04348,27391.7275,79243.23913,150700.2627,70033.78261,90424.41631,329.3913043,2209.624043,0,0,0,0,5807.782609,15422.98163,12194.15217,16887.44367,6.630434783,5.406753811,16.47826087,18.02261759,1.847826087,1.667690297,0,0,0.130434783,0.493818117,1.891304348,5.809393671,7.086956522,6.226961318,0,0,0,0,7.543478261,7.170915052,4.804347826,10.79577124,8.391304348,18.7007071,5.97826087,9.189997233,3.086956522,8.366148371,0,0,0,0,9153.502553,8793.276119,15159.28192,9698.569893,8161.213571,4952.807018
2012-02-15T00:00:00,1329287277,2941.243122,0,0,2829.804348,4557.79807,0,0,5379.478261,5855.064693,5662.130435,5869.21296,6043.478261,5633.581461,0,0,4470.217391,4908.363089,68.15217391,54.77263971,30.80434783,29.93661388,3.282608696,3.837249034,4.282608696,4.776131978,1.97826087,1.89380145,19.89130435,22.79609831,4.847826087,6.286519018,9.152173913,17.29031821,5.869565217,7.317663846,0.02173913,0.14583052,0,0,0,0,1.347826087,2.333288324,275809.3478,273407.4161,24044.28261,52056.48119,67926.80435,101231.8366,15942.58696,21613.32691,161611.0652,197349.6023,10732.78261,23278.01757,83030.8913,158336.935,67827.95652,82171.91198,329.3913043,2209.624043,0,0,0,0,5955.217391,15127.62362,11591.52174,16408.23858,7.369565217,8.017260444,15.65217391,16.94391951,2.239130435,3.115074028,0,0,0.130434783,0.493818117,1.934782609,5.727136677,7.47826087,7.073339813,0,0,0,0,8.369565217,9.0105221,5.456521739,12.57275613,7.739130435,16.77269362,6.130434783,8.984548804,3.108695652,8.36719334,0,0,0,0,8953.585039,7324.748344,15861.08122,8058.89011,8124.70929,4588.761905
2012-03-01T00:00:00,1330583131,2971.207486,0,0,2674.586957,4268.998088,0,0,4880.956522,5026.641354,5149.282609,5079.96056,5673.913043,5030.577579,0,0,4149.565217,4539.099679,69.23913043,58.91452349,29.02173913,28.03607081,3.347826087,3.713766349,4.152173913,4.685627383,2.043478261,2.010370091,18.23913043,20.49621893,4.304347826,6.07156439,8.195652174,15.41261421,5.717391304,7.714083798,0.02173913,0.14583052,0,0,0,0,1.217391304,2.176085871,273221.3913,271543.048,23347.58696,38644.6789,62093.86957,95243.67274,16954,22463.33691,165212.2174,199066.9148,7413.347826,17224.07514,87045.93478,167548.8768,70733.5,84932.34036,329.3913043,2209.624043,0,0,0,0,5284.326087,15061.66979,11917.1087,14791.35748,6.97826087,7.152041759,14.60869565,14.1827793,2.152173913,2.750236285,0,0,0.130434783,0.493818117,1.934782609,5.832451099,7.369565217,6.938734052,0,0,0,0,8.239130435,8.254602886,4.717391304,11.48091619,7.630434783,16.4016949,5.391304348,8.396371527,3.043478261,8.4286172,0,0,0,0,9414.370037,6973.954545,14954.5445,8296.638298,9058.11919,4530.368421
