#Time	June	Oct	Mar
9437	0.716193169	0.714086404	0.70384672
9487	0.716198348	0.714088418	0.704197037
9490	0.716212805	0.714089526	0.704226997
9522	0.716216422	0.714097954	0.704227826
9529	0.716235213	0.714099849	0.704228062
9579	0.716235618	0.714100232	0.704245114
9581	0.716246141	0.714100293	0.704245944
9584	0.716248032	0.714104317	0.704247445
9585	0.71624821	0.714106212	0.704247555
9586	0.716248341	0.71410646	0.704248558
9590	0.716249564	0.714106495	0.704248612
9592	0.716272282	0.71410663	0.704252512
9599	0.716289285	0.714106873	0.704257811
9633	0.716310637	0.714107154	0.704326733
9647	0.716349276	0.714107278	0.704330179
9670	0.716349341	0.714107938	0.704330322
9697	0.716349435	0.714108102	0.704332249
9699	0.716352649	0.714108243	0.704332312
9753	0.716352815	0.714108486	0.704332426
9779	0.716354602	0.714108727	0.704352602
9805	0.716354894	0.714109247	0.704352707
9808	0.716358388	0.714109374	0.70435276
9825	0.716390746	0.714110073	0.7043546
9827	0.716391632	0.714110282	0.704355909
9848	0.716393381	0.71411081	0.704359029
9888	0.716399685	0.714110953	0.704360258
9896	0.716400716	0.714111867	0.704360928
9902	0.716401109	0.714112119	0.704367135
9904	0.716401175	0.714112368	0.704367677
9952	0.716509952	0.71411309	0.704384627
9960	0.716560754	0.714113476	0.704387618
10023	0.716589794	0.714113546	0.704388449
10034	0.716591534	0.71411872	0.70439542
10070	0.716646507	0.71411874	0.704405431
10080	0.716662492	0.714122217	0.704410086
10104	0.716750391	0.714126269	0.704456464
10117	0.716751932	0.714143712	0.704463164
10146	0.716752405	0.714145	0.704463223
10151	0.716753654	0.714168923	0.704476104
10159	0.716763528	0.714176501	0.704496509
10167	0.716763801	0.714204458	0.704548614
10168	0.716766006	0.714213969	0.704550541
10183	0.716766346	0.714224813	0.704554301
10195	0.716770423	0.714231004	0.704555131
10214	0.716772103	0.714231137	0.704555801
10251	0.716772894	0.714243656	0.704557521
10267	0.716786829	0.714246577	0.704567358
10295	0.716817828	0.714247254	0.704568338
10303	0.716830338	0.714247931	0.704577291
10306	0.716847528	0.714248993	0.704580762
10309	0.71684761	0.714264375	0.70458269
10335	0.716848105	0.714272787	0.704584618
10364	0.716854957	0.714279882	0.704586594
10383	0.716858612	0.714289927	0.704586987
10477	0.716858866	0.714290592	0.70458981
10482	0.71686304	0.714291388	0.70459108
10495	0.716863059	0.714302633	0.704607108
10501	0.716864092	0.71430299	0.704614597
10515	0.716866186	0.714308091	0.704659939
10538	0.71686667	0.714321513	0.70470528
10561	0.716868829	0.714323408	0.704705339
10576	0.716869911	0.714329609	0.704706329
10587	0.716895502	0.714330838	0.704706372
10601	0.716906184	0.714331149	0.704709677
10618	0.716913743	0.714338774	0.704776654
10638	0.716919593	0.714339596	0.70477844
10656	0.716938796	0.714339744	0.70477911
10661	0.716939847	0.714343428	0.704779647
10671	0.716942036	0.71434482	0.704779954
10684	0.716942247	0.71434999	0.704780013
10697	0.716967211	0.714350095	0.704780682
10705	0.716968681	0.714352393	0.704790205
10706	0.716968774	0.714387928	0.70479026
10719	0.716969967	0.714392705	0.704792188
10724	0.716971856	0.714393714	0.704796072
10743	0.716977269	0.714395546	0.70479955
10755	0.716977987	0.714396641	0.704799774
10759	0.716978663	0.714398536	0.704801701
10781	0.716980901	0.714399669	0.704804416
10798	0.716980996	0.714417297	0.704806343
10799	0.716989831	0.714417479	0.704813794
10800	0.716990314	0.714418983	0.704813849
10801	0.719906821	0.714426765	0.704815702
10803	0.719920246	0.714430416	0.704816533
10804	0.719922778	0.714431477	0.704817203
10805	0.719922799	0.714433454	0.704823406
10806	0.719923904	0.714442311	0.70482354
10807	0.719924221	0.714492755	0.704826445
10810	0.719924277	0.714541171	0.704826794
10819	0.719932201	0.714541925	0.704827356
10860	0.719938854	0.714568258	0.704827735
10887	0.720032948	0.714578941	0.704830201
10951	0.720039202	0.714579369	0.704834714
11055	0.720041363	0.714596562	0.70483932
11125	0.720041924	0.714601437	0.704859752
11139	0.720047656	0.714640461	0.704865128
11143	0.720052234	0.714642357	0.704881502
11153	0.72005296	0.714643797	0.704901261
11179	0.720052979	0.714644678	0.704901704
11188	0.720053541	0.714646573	0.704903604
11200	0.720055588	0.714655575	0.704908816
11212	0.720055648	0.714670031	0.704908833
11213	0.720084431	0.714671926	0.70491076
11259	0.720084834	0.714673629	0.704926378
11279	0.720087302	0.714675703	0.704926921
11286	0.72008782	0.71469025	0.704928339
11324	0.720088522	0.714707058	0.704940601
11325	0.720088859	0.714717397	0.704942529
11332	0.720092976	0.714741724	0.70494267
11353	0.720099598	0.714741772	0.704955607
11367	0.720099822	0.714744336	0.704958258
11385	0.720102875	0.714744992	0.704959979
11387	0.72010488	0.714747474	0.704963671
11391	0.720107272	0.714759507	0.704995074
11416	0.7201074	0.714767466	0.705019851
11428	0.720117674	0.714767868	0.705019904
11429	0.720132694	0.714772367	0.705024897
11444	0.720133429	0.714773892	0.705031427
11452	0.720137435	0.714783532	0.705033355
11465	0.720152982	0.714785427	0.705035816
11480	0.72015368	0.714826304	0.705037743
11481	0.720154126	0.714829625	0.705038469
11496	0.720158349	0.714831557	0.705040739
11500	0.720163571	0.714833067	0.705047457
11503	0.720166601	0.714833656	0.705049811
11507	0.720167327	0.714834841	0.705056557
11517	0.720176157	0.71483505	0.705057404
11520	0.720183041	0.714835736	0.705063642
11536	0.720183255	0.714836236	0.705077739
11537	0.720185268	0.714867099	0.70508626
11542	0.720185492	0.714868994	0.705094529
11554	0.720193425	0.714885278	0.705097547
11562	0.720212799	0.714885867	0.705100687
11591	0.720226119	0.714889259	0.705102615
11606	0.720263149	0.714920683	0.705103593
11610	0.720263167	0.71492377	0.705106114
11630	0.720269082	0.714923905	0.705115289
11664	0.720276214	0.717732037	0.705129422
11667	0.720279961	0.71773324	0.705129842
11670	0.720280102	0.717733258	0.705132678
11674	0.72028578	0.717733696	0.70513413
11698	0.720285841	0.717880153	0.705137031
11707	0.720289776	0.717945263	0.705141557
11725	0.720297893	0.717947605	0.70514597
11743	0.720298193	0.717954616	0.705372723
11755	0.720298596	0.717955816	0.705386387
11769	0.720299073	0.717956779	0.705388735
11797	0.720299501	0.717957299	0.705390663
11808	0.720410717	0.717962483	0.705395021
11826	0.720437674	0.717962555	0.705407848
11835	0.72056257	0.717968127	0.70541487
11843	0.720573323	0.717970022	0.70543674
11888	0.720591764	0.717971797	0.705441179
11914	0.720592393	0.717973693	0.705477959
11927	0.720595126	0.71798172	0.705482097
11938	0.720600236	0.717983666	0.705494877
11939	0.72060206	0.717984937	0.705533377
11978	0.720604106	0.717985174	0.705541321
11981	0.720607564	0.717997519	0.705542105
11999	0.720658225	0.717998196	0.705542668
12001	0.720667236	0.718034716	0.705565539
12088	0.72067384	0.718036374	0.70556994
12099	0.720675927	0.718038269	0.705577777
12151	0.720681643	0.718038555	0.70558624
12196	0.72068635	0.718041458	0.705615166
12229	0.720689601	0.718043353	0.705622369
12280	0.720691647	0.718046437	0.705624296
12306	0.720692201	0.718048332	0.7191802
12324	0.720698936	0.718059065	0.719180511
12386	0.720704538	0.718060961	0.719225473
12392	0.720706584	0.71807921	0.71932601
12406	0.72070787	0.718079887	0.719328606
12410	0.720708124	0.718079904	0.719391122
12443	0.720712114	0.718081083	0.719585632
12456	0.720714202	0.718082109	0.719585686
12458	0.720719472	0.718091673	0.719591048
12465	0.720740942	0.718135103	0.719592188
12481	0.720764104	0.718139541	0.719592242
12494	0.720764609	0.718139784	0.719592297
12510	0.720773761	0.718348469	0.719592352
12542	0.720861594	0.718348782	0.719592461
12553	0.720867105	0.71838146	0.719596292
12562	0.720873817	0.718418212	0.719609702
12569	0.720876326	0.718436716	0.719614605
12570	0.720876344	0.718436993	0.719615599
12575	0.720876613	0.718443077	0.719615985
12578	0.720883034	0.718443187	0.719629473
12637	0.720897416	0.718443245	0.7196414
12651	0.720913853	0.718471427	0.7196423
12672	0.720917786	0.718472774	0.719642379
12676	0.720923226	0.71847467	0.719645457
12686	0.720951457	0.718489747	0.719649191
12699	0.720953503	0.7184899	0.7196541
12710	0.720991409	0.718491658	0.719654163
12723	0.720992597	0.718491795	0.719664411
12729	0.721039461	0.71849407	0.719668446
12732	0.721053457	0.718495125	0.719677845
12744	0.721054146	0.718500399	0.719733294
12757	0.721079955	0.718502406	0.719733706
12773	0.721081473	0.718509994	0.719741728
12794	0.721095065	0.7185104	0.719776168
12816	0.721108639	0.718518007	0.719787577
12821	0.721151536	0.718520117	0.719807141
12828	0.721151864	0.718520173	0.719808274
12870	0.721158179	0.718520235	0.719808333
12877	0.721159342	0.718521738	0.71980904
12878	0.721159684	0.71852998	0.719809056
12894	0.721160314	0.718531875	0.719822986
12903	0.721322767	0.718577551	0.719838015
12917	0.721328107	0.718580159	0.719838073
12926	0.721410192	0.71858623	0.719884188
12941	0.721424171	0.718587291	0.71988437
12944	0.721429843	0.718604966	0.720046908
12947	0.721467283	0.718609669	0.720077006
12954	0.721471906	0.718609783	0.72007732
12956	0.721479083	0.718611679	0.720135484
12970	0.721483436	0.718612975	0.720139779
13011	0.721485482	0.718616834	0.720139837
13047	0.721485835	0.718621657	0.720150369
13067	0.721489151	0.718622444	0.720151375
13075	0.721492792	0.718624699	0.720158107
13085	0.721494838	0.718640595	0.720158138
13093	0.721496884	0.718645746	0.72015817
13183	0.721503392	0.718647641	0.720159669
13231	0.721504084	0.718647667	0.720170468
13306	0.72150613	0.718649563	0.720175026
13318	0.721509863	0.71865065	0.720188028
13328	0.721510581	0.718666648	0.720190848
13330	0.72153506	0.718666666	0.720191235
13332	0.721545377	0.7186701	0.720195231
13337	0.721551055	0.718670161	0.720207912
13357	0.721551444	0.718670807	0.720212103
13365	0.721551833	0.718675409	0.720212773
13371	0.721551951	0.718675469	0.720226906
13380	0.721555178	0.718684608	0.720227066
13384	0.721556269	0.718692746	0.72024149
13386	0.721561428	0.718694642	0.72026117
13389	0.721562714	0.718695115	0.720261248
13393	0.72163706	0.718697011	0.720265315
13411	0.721645309	0.718700146	0.720268802
13417	0.721647238	0.718704108	0.720274135
13431	0.721656498	0.718705129	0.720275566
13447	0.721657684	0.71870545	0.720275741
13450	0.721659072	0.71870665	0.720276007
13483	0.721659408	0.718707327	0.720280956
13492	0.721661467	0.718707557	0.720280975
13494	0.721662376	0.718707666	0.720284071
13502	0.721664674	0.718709562	0.720284107
13505	0.721664766	0.718709737	0.720284137
13508	0.721665287	0.718711019	0.720290789
13527	0.721665826	0.718711806	0.720290859
13533	0.721669668	0.718719113	0.720295427
13542	0.721672631	0.718722381	0.720297234
13543	0.721672996	0.71874786	0.720306135
13547	0.721674472	0.718750094	0.720307731
13557	0.721674764	0.718750732	0.720307897
13611	0.721721618	0.718757123	0.720332569
13619	0.721726507	0.718758661	0.720333684
13661	0.721730334	0.718759247	0.720333753
13662	0.721743105	0.718761177	0.720334576
13675	0.72174332	0.718764222	0.720334611
13685	0.7217434	0.718766103	0.720336781
13733	0.721744867	0.718766422	0.72033684
13747	0.721745792	0.718766601	0.720339078
13775	0.721746577	0.718767825	0.720340233
13781	0.721746973	0.71876972	0.720341655
13794	0.721747699	0.718769807	0.72034183
13795	0.721754352	0.718770032	0.720368605
13833	0.721763765	0.718831991	0.720370109
13842	0.721776143	0.718832475	0.720370116
13879	0.721807534	0.718832875	0.720411503
13889	0.721809727	0.718832894	0.720411533
13897	0.721811773	0.71884502	0.720411942
13915	0.721852181	0.718846998	0.720412988
13924	0.7218522	0.718855264	0.72041318
13944	0.721857597	0.718873212	0.720432025
13954	0.721857951	0.718873802	0.720432695
13955	0.721896233	0.718885845	0.720433364
13976	0.721897421	0.71888599	0.720434783
13997	0.721919013	0.7188919	0.720435969
14004	0.721927616	0.718904379	0.720454242
14021	0.722017411	0.718913871	0.720460819
14035	0.722025601	0.718916341	0.720460878
14043	0.722027223	0.718931189	0.720464617
14060	0.72202927	0.718932428	0.720474402
14065	0.722063841	0.718936642	0.720474511
14084	0.722064684	0.718937077	0.720474684
14124	0.722118975	0.718942558	0.720478763
14128	0.722121021	0.718960677	0.720485958
14172	0.722123886	0.718960933	0.720488108
14177	0.722132544	0.718961371	0.720489943
14195	0.722133093	0.718983513	0.720490006
14215	0.722134684	0.718987554	0.720490477
14228	0.722134706	0.718990033	0.720491477
14234	0.722138521	0.718997422	0.720494049
14267	0.722140615	0.719002483	0.720494718
14274	0.722144892	0.719013111	0.720497197
14276	0.722148369	0.733321396	0.720502479
14316	0.722157	0.733321868	0.720502538
14333	0.722159416	0.733322683	0.720502563
14337	0.72215962	0.733326928	0.720509907
14339	0.722167535	0.733329339	0.72051846
14342	0.722167693	0.73333066	0.720523468
14350	0.72216789	0.733334308	0.722076089
14353	0.722172528	0.733334382	0.722080224
14356	0.722174575	0.733334926	0.722080535
14374	0.722176621	0.733336029	0.722082202
14395	0.722184262	0.733336512	0.722106172
14400	0.72218646	0.733340051	0.722106816
14408	0.729242291	0.733340245	0.722108959
14440	0.729242804	0.733346559	0.722110965
14448	0.729381816	0.733349224	0.722112764
14465	0.729383003	0.733386607	0.72211782
14591	0.729383728	0.733387036	0.72211923
14633	0.729394626	0.733389612	0.722123477
14653	0.729399735	0.733390085	0.722123707
14740	0.729402222	0.733400744	0.722126169
14855	0.729402608	0.733415891	0.722127179
14859	0.729402621	0.733417174	0.722131427
14928	0.729408214	0.733419069	0.722133188
14954	0.729408345	0.733419232	0.722139552
14997	0.729414323	0.733419863	0.722140706
15006	0.729441907	0.73342076	0.722140929
15064	0.729461855	0.733420914	0.722251949
15085	0.729463632	0.733422588	0.722253106
15091	0.729471467	0.733441854	0.722255759
15105	0.729473242	0.733452939	0.722257971
15193	0.729473514	0.733453657	0.722266633
15197	0.729473987	0.7334689	0.722272405
15203	0.729479315	0.733471299	0.722275402
15212	0.729479613	0.733473204	0.722275945
15226	0.729491376	0.733473869	0.722277777
15228	0.729491476	0.733474606	0.722284752
15239	0.729491847	0.733495317	0.722289181
15247	0.72949194	0.733567257	0.722291729
15248	0.729498975	0.733568098	0.722294437
15267	0.729499042	0.733568791	0.72229682
15271	0.729500432	0.73358656	0.722299229
15276	0.729500598	0.733590103	0.722300456
15291	0.729502219	0.733590634	0.722313726
15292	0.729503803	0.733590834	0.722454442
15317	0.729503957	0.733594985	0.722498728
15332	0.729505528	0.733674319	0.722503518
15356	0.729510115	0.733678586	0.722513996
15378	0.729510282	0.733692086	0.722517172
15384	0.729536724	0.733692608	0.722517724
15409	0.729546361	0.733693958	0.72251774
15444	0.729546893	0.733694079	0.722518219
15464	0.729546976	0.733699137	0.722519714
15473	0.729547051	0.73369996	0.722519839
15482	0.729547302	0.733702238	0.722521968
15498	0.729547386	0.733703135	0.722531752
15508	0.729547467	0.733703819	0.722534657
15574	0.729548071	0.7337078	0.722535057
15581	0.729559269	0.733715033	0.722540099
15600	0.729559384	0.733715825	0.722540378
15653	0.729652561	0.733725999	0.722541011
15699	0.729652632	0.733726496	0.722541144
15708	0.729654409	0.733726528	0.722541726
15744	0.729654751	0.733726986	0.722541755
15776	0.729656956	0.733727213	0.722542989
15784	0.729657779	0.733729572	0.722562834
15787	0.729657877	0.73373058	0.722564972
15793	0.729661246	0.733759647	0.722579284
15808	0.72966263	0.733768661	0.722579343
15835	0.729663588	0.733770758	0.722579461
15863	0.729690941	0.73377561	0.722579988
15869	0.729692263	0.733779093	0.722590161
15873	0.729693678	0.733781247	0.722590266
15886	0.729694167	0.733782084	0.722605939
15905	0.729694203	0.733782566	0.722620027
15923	0.729697538	0.73379973	0.722622714
15961	0.729697626	0.733800961	0.722623472
15968	0.729698692	0.733802567	0.722623559
15973	0.729701205	0.733804756	0.722623573
16013	0.729711707	0.733807976	0.722623658
16023	0.729713165	0.733809869	0.722636357
16053	0.729714585	0.733810305	0.722637226
16079	0.729719475	0.733811366	0.72266953
16123	0.729719866	0.733844725	0.722671019
16144	0.729720715	0.733850238	0.72267181
16176	0.72973386	0.733850915	0.722672015
16204	0.729736415	0.733853634	0.722681396
16230	0.729744461	0.733857943	0.722682536
16234	0.729744729	0.733858454	0.722683604
16260	0.729744804	0.733859895	0.722683644
16278	0.729752592	0.733863938	0.722683807
16347	0.729766359	0.733864707	0.722684385
16380	0.729771555	0.733873592	0.722684495
16412	0.729771612	0.733874393	0.722684574
16426	0.729772337	0.733931959	0.722691346
16427	0.729774339	0.733933047	0.722699351
16473	0.729775525	0.733936277	0.722700003
16485	0.729775702	0.733939952	0.722706666
16515	0.729779733	0.733940242	0.722708057
16523	0.729781008	0.733940855	0.722711068
16541	0.72978118	0.733947302	0.722712139
16543	0.729781906	0.733948274	0.722712466
16545	0.729782631	0.73395255	0.72271471
16594	0.729783109	0.73395499	0.722716353
16604	0.729788952	0.733957314	0.722719299
16632	0.729790989	0.733959911	0.722719567
16663	0.729853113	0.733960427	0.722726617
16679	0.729854303	0.733966794	0.72274194
16752	0.729854771	0.733986004	0.722742327
16773	0.729859249	0.733990029	0.722742375
16780	0.729859428	0.73399039	0.722745835
16787	0.72985957	0.733991274	0.722746854
16796	0.729862981	0.733992339	0.722747319
16806	0.729868573	0.733993133	0.722749651
16831	0.729869698	0.734008975	0.722750068
16837	0.729870142	0.73400908	0.722763484
16936	0.729870846	0.734010444	0.722764247
16991	0.72987094	0.734010647	0.722764579
17013	0.729870986	0.734010793	0.722765165
17044	0.729917044	0.734035814	0.722791018
17124	0.729919927	0.734053881	0.722791651
17146	0.729920002	0.734057625	0.722791974
17189	0.729931489	0.734058183	0.722792138
17247	0.729932046	0.734069049	0.722805617
17249	0.729936254	0.734072016	0.722805668
17286	0.729941257	0.734072131	0.722814145
17291	0.72995563	0.734087121	0.722815202
17353	0.729957197	0.734087348	0.722815658
17374	0.729964775	0.734091197	0.722816715
17377	0.729987032	0.734102158	0.722816836
17388	0.729988152	0.734102548	0.722830638
17431	0.729989141	0.734106278	0.722831452
17443	0.729989224	0.734106295	0.72284689
17450	0.729989421	0.734114182	0.722847417
17462	0.729990413	0.734128632	0.722849893
17484	0.729991805	0.734138007	0.722885287
17503	0.729992268	0.734148975	0.722892304
17516	0.729992333	0.735598988	0.722908366
17526	0.729995495	0.735599477	0.722924428
17537	0.729996972	0.735601654	0.722926367
17556	0.729999809	0.735605212	0.722955464
17617	0.730008084	0.735606692	0.722955617
17658	0.730012139	0.735608535	0.722957092
17663	0.730012514	0.735609016	0.722957529
17664	0.730023609	0.735617071	0.722958116
17665	0.730026017	0.735636752	0.722958593
17668	0.730026045	0.735637953	0.722963426
17669	0.730026125	0.735639415	0.722972911
17676	0.730026164	0.735639433	0.722974493
17685	0.730035856	0.735641869	0.722984486
17714	0.730035942	0.735647466	0.722984907
17735	0.730036016	0.73564766	0.722985031
17783	0.730038576	0.735650339	0.722985487
17820	0.730039092	0.735651057	0.722985964
17845	0.730065544	0.735652206	0.722989627
17940	0.730065614	0.735658737	0.722993504
17946	0.730102852	0.735661527	0.7335938
17992	0.730119292	0.735663046	0.733597111
18000	0.730169524	0.735663676	0.733597365
18011	0.73063283	0.735666957	0.733602535
18029	0.730635313	0.735667018	0.733604146
18165	0.730643542	0.73566969	0.733604641
18177	0.730644578	0.735671117	0.733606777
18196	0.730647351	0.735672681	0.733607487
18206	0.73064744	0.735672726	0.733608495
18250	0.730648038	0.735673211	0.733608713
18263	0.730657486	0.735673888	0.733608941
18297	0.730697696	0.735684792	0.733611362
18317	0.730697901	0.735684809	0.733612451
18344	0.730700279	0.735687543	0.733614305
18450	0.730700885	0.73569276	0.733615444
18455	0.730701579	0.735693283	0.73361654
18480	0.730701919	0.735703518	0.733626849
18493	0.730713229	0.735704812	0.733632151
18521	0.730751316	0.735720544	0.73363218
18600	0.730751722	0.735721804	0.733633622
18648	0.730752043	0.735788041	0.73365967
18663	0.730756457	0.7357946	0.733660378
18679	0.73078683	0.735799618	0.733665033
18738	0.730794605	0.735803404	0.733695634
18780	0.730800649	0.735803603	0.733699325
18803	0.730804862	0.735807171	0.733699712
18867	0.730808869	0.735814084	0.73370857
18883	0.730831246	0.73581908	0.733709191
18908	0.730831586	0.735819486	0.733709768
19000	0.730837432	0.735824088	0.733710392
19041	0.730837492	0.735825764	0.733710637
19178	0.730853284	0.735837488	0.733711224
19181	0.730853554	0.735840859	0.733712286
19211	0.730856151	0.735841433	0.733713001
19214	0.730877192	0.735846669	0.733713642
19226	0.730879774	0.735847867	0.733714364
19240	0.730880476	0.735863383	0.733714778
19248	0.73088089	0.735865052	0.733715932
19250	0.730897494	0.735866908	0.73371666
19297	0.730898868	0.735871505	0.733717365
19305	0.730900043	0.735872053	0.733717881
19389	0.730900364	0.735887293	0.733718573
19477	0.730900427	0.735903982	0.733719226
19544	0.730933608	0.735904702	0.73371996
19577	0.730947897	0.735908221	0.73372825
19580	0.730950303	0.735908897	0.733728779
19604	0.730956418	0.735910306	0.733729311
19608	0.730958775	0.735910344	0.733729842
19624	0.730959099	0.735910609	0.733733528
19625	0.730959442	0.735910786	0.733744095
19668	0.730960145	0.735911847	0.733767245
19669	0.730963339	0.735917336	0.733774287
19715	0.730963406	0.735919112	0.733775234
19755	0.730965062	0.735919147	0.73378158
19762	0.730965204	0.735919521	0.733782186
19778	0.730968435	0.735941332	0.733792052
19784	0.730991706	0.735941974	0.733792811
19806	0.730992036	0.735946122	0.733792838
19819	0.731019826	0.735948172	0.733793948
19891	0.7310437	0.735949404	0.733795004
19904	0.731048054	0.735952977	0.733795191
19939	0.731053409	0.735959322	0.733797757
19948	0.731053868	0.735961674	0.73381142
20036	0.731096967	0.735969723	0.733815981
20081	0.731098086	0.735972968	0.733817126
20127	0.731098556	0.735973466	0.733818228
20129	0.731100176	0.735977234	0.733819331
20152	0.731101754	0.735977626	0.733824588
20177	0.731104339	0.735977882	0.733825664
20190	0.731104612	0.735978446	0.733826754
20191	0.731116274	0.73597895	0.733827099
20193	0.731116726	0.735979154	0.733828802
20199	0.731117063	0.735979831	0.733842058
20200	0.731117206	0.735980501	0.733842263
20207	0.731120272	0.735985559	0.733842357
20232	0.731121533	0.735986144	0.733861985
20233	0.731121809	0.73598671	0.733959015
20252	0.731122132	0.735987585	0.733959225
20261	0.731122498	0.735989396	0.733959582
20264	0.731128349	0.735990612	0.733959976
20270	0.731128715	0.735990959	0.733962097
20276	0.731129505	0.735991402	0.733963374
20281	0.731131734	0.735995902	0.733965834
20282	0.731136374	0.735999554	0.733975271
20291	0.731137074	0.735999857	0.733976388
20367	0.731138676	0.736000838	0.733978105
20386	0.731138852	0.736004907	0.733978285
20423	0.731138867	0.736005472	0.733987533
20463	0.731138926	0.736005545	0.733997295
20469	0.731139315	0.736007165	0.73399786
20477	0.731141325	0.736007731	0.733998472
20506	0.731144206	0.736008131	0.734000444
20513	0.731144227	0.736008443	0.734042824
20522	0.731145044	0.736008457	0.734043237
20561	0.731155263	0.736011714	0.734047599
20568	0.731155457	0.736011889	0.734047966
20585	0.731155696	0.736021064	0.734048091
20588	0.731155858	0.736021082	0.734049872
20599	0.731156728	0.736028313	0.734051133
20609	0.73115679	0.736028757	0.734051184
20618	0.731157707	0.736029957	0.734065276
20620	0.731157771	0.736030373	0.734088219
20628	0.731157838	0.736030633	0.734088418
20632	0.731171778	0.736031878	0.734113693
20634	0.731174212	0.736036587	0.734115969
20635	0.731174766	0.736037779	0.734118232
20646	0.731174949	0.736038279	0.734119565
20658	0.731178142	0.736038432	0.734122036
20665	0.731179579	0.736061319	0.734125044
20678	0.731179815	0.736061753	0.734126142
20685	0.731183124	0.736062333	0.734127444
20697	0.731183693	0.736062394	0.734152747
20750	0.731184626	0.736062645	0.734173426
20751	0.731184908	0.736063344	0.734174185
20754	0.731233378	0.736088678	0.734194761
20778	0.731236278	0.736088714	0.734205437
20787	0.731249927	0.736091321	0.734223151
20796	0.731293983	0.736098192	0.734234282
20854	0.731299254	0.736131206	0.73424223
20885	0.731299446	0.736134512	0.734244204
20909	0.731307487	0.736134678	0.734246336
20913	0.731307835	0.736137931	0.7342497
20921	0.731309157	0.736139501	0.734249853
20953	0.731333127	0.736145628	0.734254925
21137	0.731344915	0.73614576	0.734257511
21142	0.731349038	0.736145931	0.734259158
21219	0.731352596	0.736150019	0.734259217
21270	0.731356273	0.736151811	0.734263031
21279	0.731364342	0.736152265	0.734264068
21283	0.731382881	0.736158404	0.734264775
21315	0.731388596	0.736158583	0.734269227
21340	0.731389357	0.736158667	0.734283481
21343	0.731399193	0.736158729	0.734283985
21363	0.73143153	0.736163266	0.734325145
21394	0.731431996	0.736163907	0.734327111
21395	0.73145186	0.736177198	0.734327781
21418	0.731452364	0.73617758	0.734386811
21431	0.731453073	0.736177676	0.734389626
21440	0.731453799	0.736178353	0.734397958
21482	0.731461706	0.736179288	0.734404939
21548	0.731474804	0.736179338	0.73444144
21573	0.731476033	0.736179705	0.73450418
21586	0.731478507	0.736180126	0.734504235
21587	0.73161032	0.736181527	0.734504754
21588	0.731716714	0.736193216	0.734506299
21589	0.731717182	0.736200018	0.734506354
21594	0.731718944	0.736213435	0.734506408
21600	0.731728129	0.736214104	0.734513852
21601	0.744246908	0.736219721	0.734513906
21634	0.744249897	0.736256359	0.734513922
21676	0.744271781	0.736288495	0.734514104
21729	0.744273338	0.736330227	0.734514946
21763	0.74427449	0.736361975	0.734515368
21770	0.744275819	0.736477475	0.734520111
21780	0.744279321	0.736491124	0.734522544
21782	0.744285909	0.736575777	0.734524509
21784	0.74429087	0.736580487	0.734525022
21786	0.744293379	0.736581619	0.734566817
21788	0.744293464	0.736586762	0.734568281
21793	0.744295196	0.745308463	0.734594093
21805	0.744299151	0.745314063	0.734594612
21836	0.744299183	0.745332888	0.734640092
21849	0.744305427	0.745333075	0.734643536
21876	0.744319067	0.745335383	0.734645706
21890	0.74442399	0.74534765	0.734650382
21891	0.744430686	0.745355168	0.734656601
21892	0.744444557	0.745360279	0.734658097
21910	0.744465421	0.745361769	0.734658707
21949	0.744474481	0.745361949	0.7346739
21952	0.744475934	0.745362201	0.734674128
21986	0.744476312	0.745362834	0.734695437
22037	0.744488062	0.745370427	0.734695491
22071	0.74449304	0.745370964	0.734698198
22072	0.744493717	0.745377172	0.73470233
22080	0.744512401	0.745377828	0.7347139
22092	0.744668981	0.745382754	0.73471643
22098	0.744686164	0.745384379	0.73471816
22103	0.744689839	0.745395039	0.734718275
22149	0.744753024	0.745396528	0.734718837
22193	0.744757628	0.74539716	0.734721859
22298	0.744762908	0.745403294	0.734738723
22309	0.744763498	0.745404499	0.73475151
22362	0.744764366	0.745404587	0.734751751
22366	0.744764385	0.745406098	0.734752674
22393	0.744824102	0.745412642	0.734752737
22394	0.744831667	0.745412703	0.734769263
22396	0.744893859	0.745433628	0.734769468
22473	0.744898359	0.745435088	0.734771083
22474	0.744923404	0.745435706	0.734804754
22477	0.744928626	0.745435946	0.734804947
22521	0.745015236	0.745436551	0.734807346
22522	0.745034264	0.745439979	0.734808193
22629	0.745042449	0.7454405	0.734808246
22642	0.745043436	0.745444044	0.734810935
22700	0.745044926	0.745445469	0.734811269
22726	0.745046608	0.745447255	0.734813579
22743	0.7450468	0.745448386	0.734819723
22780	0.745046884	0.745453042	0.734824467
22793	0.745047165	0.745453378	0.734848011
22806	0.745074289	0.745458557	0.734858542
22855	0.745074631	0.745460256	0.734862902
22876	0.74507546	0.745461083	0.734909839
22890	0.745076353	0.745462002	0.734921727
22904	0.745081664	0.745462216	0.734921825
22914	0.745081759	0.745481061	0.734923883
22915	0.745083451	0.745492945	0.734927886
22947	0.745084383	0.745495341	0.734927924
22954	0.74508522	0.745536651	0.734928148
22969	0.745086026	0.745537921	0.734936898
22984	0.745103526	0.745545175	0.734939272
23009	0.745125226	0.745626954	0.734950542
23018	0.745130818	0.745650515	0.73495095
23031	0.745138016	0.745655148	0.734951075
23054	0.745204338	0.745659561	0.734951382
