expAge,respSize
138.0,0.6269238086655236
139.0,0.6269338219832361
140.0,0.6269438353009487
141.0,0.6269488419598049
142.0,0.6269638619363738
143.0,0.6269738752540863
145.0,0.6269888952306552
146.0,0.6269989085483677
147.0,0.6270189351837928
148.0,0.6270439684780742
149.0,0.627058988454643
150.0,0.6271691349494811
151.0,0.6271741416083374
152.0,0.6271791482671937
153.0,0.6272091882203313
154.0,0.6272242081969002
155.0,0.6272342215146127
156.0,0.627239228173469
158.0,0.6272492414911816
159.0,0.6272592548088941
160.0,0.6272792814443192
161.0,0.627294301420888
162.0,0.6272993080797443
163.0,0.6273143280563132
164.0,0.6273443680094508
165.0,0.6273643946448759
166.0,0.627384421280301
167.0,0.6273894279391573
168.0,0.6274044479157261
169.0,0.6274244745511512
172.0,0.6274294812100075
173.0,0.6274344878688638
174.0,0.6274495078454326
175.0,0.6274545145042889
176.0,0.6274595211631452
177.0,0.6274695344808577
178.0,0.627509587751708
179.0,0.6275196010694205
180.0,0.6285109195229637
181.0,0.6285209328406762
182.0,0.6285309461583888
183.0,0.6285459661349576
184.0,0.6285659927703827
186.0,0.628570999429239
187.0,0.6285860194058078
188.0,0.6286060460412329
189.0,0.6286110527000892
190.0,0.6286210660178018
191.0,0.628626072676658
192.0,0.6286360859943706
193.0,0.6286460993120832
194.0,0.6286511059709394
196.0,0.628661119288652
197.0,0.6286711326063645
198.0,0.6286761392652208
199.0,0.6286811459240771
200.0,0.6286861525829334
201.0,0.6286961659006459
202.0,0.6287011725595022
203.0,0.6287061792183585
204.0,0.6287262058537836
205.0,0.628751239148065
206.0,0.6287612524657775
208.0,0.6287712657834901
209.0,0.6287912924189152
210.0,0.628841359007478
211.0,0.6288513723251905
212.0,0.6288613856429031
213.0,0.6288764056194719
214.0,0.6288914255960407
216.0,0.6289014389137533
217.0,0.6289164588903221
219.0,0.6289314788668909
220.0,0.6289414921846035
221.0,0.628951505502316
222.0,0.6289565121611723
223.0,0.6289615188200286
224.0,0.62898655211431
225.0,0.6290065787497351
226.0,0.6290165920674476
227.0,0.6290215987263039
228.0,0.6290366187028728
229.0,0.6290516386794416
230.0,0.6290616519971541
232.0,0.6290716653148667
233.0,0.6290816786325792
234.0,0.6290966986091481
235.0,0.6291117185857169
236.0,0.6291217319034295
237.0,0.629131745221142
240.0,0.629166791833136
241.0,0.6291818118097048
242.0,0.6291868184685611
244.0,0.6291918251274173
245.0,0.6292018384451299
246.0,0.6292068451039862
247.0,0.6292168584216987
248.0,0.629221865080555
249.0,0.6292368850571238
250.0,0.6292418917159801
251.0,0.6292468983748364
252.0,0.6292619183514052
253.0,0.6292869516456866
254.0,0.6292919583045429
255.0,0.6293219982576805
256.0,0.6293370182342494
258.0,0.6293470315519619
259.0,0.6293570448696745
260.0,0.6293720648462433
261.0,0.6293820781639559
262.0,0.629402104799381
263.0,0.6294171247759498
264.0,0.6294421580702312
265.0,0.6294471647290875
266.0,0.6294571780468
267.0,0.6294621847056563
268.0,0.629492224658794
269.0,0.6294972313176502
270.0,0.6295222646119316
271.0,0.6295322779296442
272.0,0.629547297906213
273.0,0.6295723312004944
274.0,0.6295823445182069
275.0,0.629602371153632
276.0,0.6296324111067697
278.0,0.6296474310833385
279.0,0.6296674577187636
280.0,0.6296874843541888
281.0,0.6297175243073264
282.0,0.6297425576016078
283.0,0.6297525709193204
284.0,0.6297625842370329
285.0,0.6297776042136017
286.0,0.6297976308490268
287.0,0.6298076441667394
288.0,0.6298276708021645
289.0,0.6298376841198771
290.0,0.6298426907787333
291.0,0.6298627174141584
292.0,0.6298777373907273
293.0,0.6298877507084398
294.0,0.6298977640261524
295.0,0.6299127840027212
296.0,0.62992780397929
297.0,0.6299478306147152
298.0,0.629962850591284
299.0,0.6299928905444216
300.0,0.642674757427376
301.0,0.6427348373336513
302.0,0.6427398439925076
304.0,0.6427548639690764
305.0,0.642764877286789
306.0,0.6427748906045015
307.0,0.6427798972633578
308.0,0.6427899105810704
309.0,0.6427999238987829
312.0,0.6428099372164955
313.0,0.6428249571930643
316.0,0.6428299638519206
317.0,0.6428449838284894
318.0,0.6428600038050583
319.0,0.6428700171227708
320.0,0.6428800304404834
321.0,0.6428900437581959
322.0,0.6428950504170522
324.0,0.6429000570759085
325.0,0.642910070393621
327.0,0.6429150770524773
328.0,0.6429200837113336
329.0,0.6429250903701899
331.0,0.6429401103467587
333.0,0.642945117005615
334.0,0.6429501236644712
335.0,0.6429601369821838
336.0,0.6429651436410401
337.0,0.6429751569587526
338.0,0.6429901769353215
339.0,0.6429951835941777
340.0,0.6430102035707466
341.0,0.6430152102296028
342.0,0.6430202168884591
343.0,0.6430252235473154
344.0,0.6430452501827405
345.0,0.6430552635004531
346.0,0.6430652768181656
348.0,0.6430853034535907
349.0,0.643090310112447
350.0,0.6430953167713033
351.0,0.6431203500655847
354.0,0.6431253567244409
356.0,0.6431303633832972
357.0,0.6431353700421535
358.0,0.6431403767010098
359.0,0.6431503900187223
360.0,0.6431854366307163
362.0,0.6432004566072851
364.0,0.6432054632661414
365.0,0.6432104699249976
366.0,0.6432154765838539
367.0,0.6432204832427102
368.0,0.6432254899015665
370.0,0.6432405098781353
371.0,0.6432505231958479
372.0,0.6432605365135604
373.0,0.6432655431724167
374.0,0.643270549831273
375.0,0.6432755564901292
376.0,0.6432955831255543
377.0,0.6433055964432669
378.0,0.6433156097609795
379.0,0.643325623078692
380.0,0.6433356363964046
381.0,0.6433406430552608
383.0,0.6433456497141171
384.0,0.6433506563729734
385.0,0.6433556630318297
386.0,0.6433656763495422
387.0,0.6433756896672548
388.0,0.6433957163026799
390.0,0.643415742938105
391.0,0.6434207495969613
398.0,0.6434357695735301
399.0,0.6434407762323864
401.0,0.6434557962089552
403.0,0.6434608028678115
405.0,0.643470816185524
406.0,0.6434758228443803
407.0,0.6434858361620929
408.0,0.6434908428209491
409.0,0.6435008561386617
410.0,0.6435108694563743
411.0,0.6435158761152305
412.0,0.6435258894329431
413.0,0.6435308960917994
415.0,0.6435459160683682
416.0,0.6435509227272245
419.0,0.6435559293860807
420.0,0.6435709493626496
422.0,0.6435759560215059
423.0,0.6435809626803621
424.0,0.6436009893157872
426.0,0.6436110026334998
427.0,0.6436160092923561
428.0,0.6436260226100686
430.0,0.6436310292689249
431.0,0.6436360359277812
432.0,0.6436410425866375
433.0,0.6436460492454937
435.0,0.6436560625632063
436.0,0.6436610692220626
437.0,0.6436660758809188
439.0,0.6436710825397751
440.0,0.6436760891986314
441.0,0.6436911091752002
442.0,0.6437061291517691
443.0,0.6437161424694816
444.0,0.6437261557871942
445.0,0.6437311624460504
446.0,0.6437361691049067
448.0,0.6437461824226193
449.0,0.6437561957403318
450.0,0.6437662090580444
451.0,0.6437712157169007
452.0,0.6437812290346132
453.0,0.6437862356934695
454.0,0.6437912423523258
455.0,0.643796249011182
456.0,0.6438012556700383
457.0,0.6438162756466072
459.0,0.6438212823054634
460.0,0.6438262889643197
461.0,0.643831295623176
462.0,0.6438413089408885
463.0,0.6438463155997448
465.0,0.6438513222586011
466.0,0.6438563289174574
467.0,0.6438613355763136
468.0,0.6438713488940262
469.0,0.6438763555528825
471.0,0.643886368870595
472.0,0.6438963821883076
475.0,0.6439063955060201
476.0,0.6439164088237327
478.0,0.6439264221414452
479.0,0.6439414421180141
480.0,0.6440616019305647
481.0,0.6440766219071336
482.0,0.6440816285659898
483.0,0.6440916418837024
484.0,0.6440966485425587
485.0,0.6441016552014149
487.0,0.6441066618602712
488.0,0.6441266884956963
489.0,0.6441316951545526
490.0,0.6441417084722652
491.0,0.644156728448834
492.0,0.6441617351076903
493.0,0.6441667417665465
494.0,0.6441767550842591
496.0,0.6441917750608279
498.0,0.6442067950373968
500.0,0.644211801696253
501.0,0.6442218150139656
502.0,0.6442268216728219
503.0,0.6442318283316781
504.0,0.644246848308247
505.0,0.6442668749436721
507.0,0.6442818949202409
508.0,0.6442919082379535
510.0,0.6442969148968097
511.0,0.644301921555666
512.0,0.6443069282145223
515.0,0.6443219481910911
516.0,0.6443319615088037
517.0,0.64433696816766
518.0,0.6443519881442288
520.0,0.6443670081207976
521.0,0.6443870347562227
522.0,0.644392041415079
523.0,0.6444070613916478
524.0,0.6444120680505041
526.0,0.6444170747093604
527.0,0.6444270880270729
528.0,0.6444421080036418
529.0,0.6444571279802106
530.0,0.6444621346390669
531.0,0.6444671412979232
532.0,0.6444721479567794
534.0,0.6444871679333483
535.0,0.6445021879099171
536.0,0.6445071945687734
538.0,0.6445122012276296
540.0,0.6445322278630548
541.0,0.644537234521911
542.0,0.6445422411807673
544.0,0.6445472478396236
545.0,0.6445572611573361
546.0,0.6445772877927612
548.0,0.6445973144281864
549.0,0.6446123344047552
550.0,0.6446323610401803
552.0,0.6446373676990366
553.0,0.6446473810167491
554.0,0.6446523876756054
557.0,0.6446573943344617
558.0,0.6446674076521742
559.0,0.6446724143110305
560.0,0.6446774209698868
561.0,0.6446924409464556
562.0,0.6447124675818807
563.0,0.6447224808995933
564.0,0.6447274875584496
565.0,0.6447475141938747
567.0,0.6447575275115872
568.0,0.6447625341704435
570.0,0.644772547488156
571.0,0.6447775541470123
573.0,0.6447825608058686
574.0,0.6447925741235812
575.0,0.6447975807824374
576.0,0.64480759410015
577.0,0.6448176074178625
580.0,0.6448226140767188
581.0,0.6448326273944314
582.0,0.6448426407121439
583.0,0.6448476473710002
585.0,0.644862667347569
586.0,0.6448826939829941
588.0,0.6448927073007067
589.0,0.6449177405949881
590.0,0.6449227472538444
591.0,0.6449327605715569
594.0,0.6449377672304132
596.0,0.6449577938658383
597.0,0.6449678071835508
598.0,0.6449778205012634
599.0,0.6450078604544011
600.0,0.6568285820140755
601.0,0.6568486086495006
602.0,0.6568586219672131
603.0,0.6568786486026382
604.0,0.6568836552614945
605.0,0.6568886619203508
606.0,0.6568936685792071
607.0,0.6568986752380633
608.0,0.6569136952146322
609.0,0.6569237085323447
610.0,0.6569387285089135
611.0,0.6569537484854824
612.0,0.6569637618031949
613.0,0.6569787817797638
614.0,0.6569887950974763
615.0,0.6570088217329014
616.0,0.657018835050614
617.0,0.6570238417094703
618.0,0.6570338550271828
620.0,0.6570388616860391
621.0,0.6570438683448954
623.0,0.6570488750037516
624.0,0.6570538816626079
625.0,0.6570588883214642
626.0,0.6570689016391768
627.0,0.657073908298033
629.0,0.6570789149568893
630.0,0.6570839216157456
633.0,0.6570939349334581
634.0,0.6570989415923144
636.0,0.657108954910027
639.0,0.6571139615688832
640.0,0.6571239748865958
641.0,0.6571339882043084
643.0,0.6571389948631646
646.0,0.6571440015220209
647.0,0.6571690348163023
648.0,0.6571740414751586
651.0,0.6571840547928711
658.0,0.6571890614517274
659.0,0.6571940681105837
660.0,0.65719907476944
663.0,0.6572090880871525
666.0,0.6572140947460088
667.0,0.6572191014048651
668.0,0.6572291147225776
669.0,0.6572341213814339
670.0,0.6572391280402902
673.0,0.6572441346991464
675.0,0.657254148016859
676.0,0.6572591546757153
677.0,0.6572641613345716
678.0,0.6572691679934278
679.0,0.6572741746522841
682.0,0.6572791813111404
684.0,0.6572942012877092
686.0,0.6572992079465655
688.0,0.6573142279231343
691.0,0.6573192345819906
692.0,0.6573242412408469
695.0,0.6573292478997032
696.0,0.6573392612174157
697.0,0.657344267876272
701.0,0.6573492745351283
703.0,0.6573542811939845
704.0,0.6573592878528408
706.0,0.6573642945116971
707.0,0.6573693011705534
708.0,0.6573793144882659
711.0,0.6573893278059785
712.0,0.6573943344648348
713.0,0.657399341123691
717.0,0.6574043477825473
720.0,0.6574143611002599
721.0,0.6574193677591161
722.0,0.6574293810768287
724.0,0.657434387735685
727.0,0.6574393943945412
729.0,0.6574494077122538
732.0,0.6574594210299664
734.0,0.6574694343476789
735.0,0.6574794476653915
736.0,0.6574844543242477
737.0,0.657489460983104
739.0,0.6574944676419603
742.0,0.6574994743008166
743.0,0.6575094876185291
746.0,0.6575144942773854
747.0,0.657524507595098
749.0,0.6575295142539542
751.0,0.6575395275716668
752.0,0.6575545475482356
753.0,0.6575595542070919
754.0,0.6575645608659482
755.0,0.657579580842517
757.0,0.6575845875013733
761.0,0.6575895941602296
762.0,0.6575946008190858
763.0,0.6576046141367984
764.0,0.6576096207956547
765.0,0.6576196341133672
767.0,0.6576246407722235
768.0,0.6576296474310798
771.0,0.657634654089936
772.0,0.6576446674076486
773.0,0.6576496740665049
775.0,0.6576596873842174
776.0,0.6576646940430737
777.0,0.6576797140196425
779.0,0.6576847206784988
780.0,0.6576947339962114
782.0,0.6576997406550676
784.0,0.6577047473139239
785.0,0.6577147606316365
787.0,0.657724773949349
789.0,0.6577297806082053
790.0,0.6577397939259179
791.0,0.6577448005847741
792.0,0.6577498072436304
793.0,0.6577548139024867
794.0,0.657759820561343
796.0,0.6577648272201992
798.0,0.6577798471967681
800.0,0.6577898605144806
802.0,0.6577948671733369
804.0,0.6578048804910495
807.0,0.657814893808762
808.0,0.6578249071264746
810.0,0.6578349204441871
814.0,0.6578399271030434
815.0,0.6578449337618997
818.0,0.657849940420756
819.0,0.6578549470796122
821.0,0.6578649603973248
822.0,0.6578749737150373
823.0,0.6578799803738936
825.0,0.6578849870327499
827.0,0.6578899936916062
831.0,0.6578950003504624
832.0,0.657905013668175
833.0,0.6579100203270313
834.0,0.6579150269858876
835.0,0.6579250403036001
837.0,0.6579350536213127
838.0,0.6579400602801689
841.0,0.6579450669390252
842.0,0.6579500735978815
844.0,0.6579701002333066
845.0,0.6579751068921629
846.0,0.6579801135510192
847.0,0.6579851202098754
848.0,0.6579901268687317
849.0,0.6580051468453005
850.0,0.6580151601630131
851.0,0.6580251734807256
852.0,0.6580301801395819
855.0,0.6580351867984382
858.0,0.6581152933401386
859.0,0.6581353199755637
862.0,0.65814032663442
865.0,0.6581453332932763
866.0,0.6581553466109888
869.0,0.6581603532698451
870.0,0.6581653599287014
871.0,0.6581803799052702
874.0,0.6581903932229828
875.0,0.6582054131995516
877.0,0.6582104198584079
878.0,0.6582254398349767
879.0,0.6582354531526893
882.0,0.6582404598115456
883.0,0.6582604864469707
884.0,0.6582654931058269
885.0,0.6582704997646832
886.0,0.6582755064235395
887.0,0.6582805130823958
888.0,0.6582905264001083
890.0,0.6583005397178209
891.0,0.6583556129652399
892.0,0.6584056795538027
893.0,0.6584156928715152
895.0,0.6584257061892278
896.0,0.6584307128480841
897.0,0.6584357195069404
899.0,0.6584457328246529
900.0,0.6690848828942455
901.0,0.6690999028708143
902.0,0.6691099161885269
903.0,0.6691149228473832
904.0,0.6691199295062394
905.0,0.6691249361650957
909.0,0.669129942823952
910.0,0.6691449628005208
911.0,0.6691499694593771
913.0,0.6691549761182334
916.0,0.6691699960948022
917.0,0.6691750027536585
918.0,0.6691800094125148
919.0,0.669185016071371
920.0,0.6691900227302273
921.0,0.6691950293890836
922.0,0.6692050427067961
923.0,0.6692100493656524
924.0,0.669220062683365
926.0,0.6692300760010775
927.0,0.6692400893187901
928.0,0.6692450959776464
929.0,0.6692501026365026
930.0,0.6692601159542152
931.0,0.6692651226130715
932.0,0.669275135930784
933.0,0.6692801425896403
934.0,0.6692901559073529
935.0,0.6692951625662091
937.0,0.6693201958604905
938.0,0.6693402224959156
939.0,0.6693502358136282
940.0,0.6693552424724845
942.0,0.6693702624490533
943.0,0.6693852824256221
944.0,0.6693902890844784
945.0,0.669400302402191
946.0,0.6694053090610472
947.0,0.6694103157199035
948.0,0.6694203290376161
949.0,0.6694303423553286
952.0,0.6694403556730412
955.0,0.66945537564961
956.0,0.6694603823084663
959.0,0.6694703956261788
962.0,0.6694754022850351
963.0,0.6694804089438914
964.0,0.6694854156027477
965.0,0.6695054422381728
968.0,0.669510448897029
969.0,0.6695154555558853
970.0,0.6695204622147416
972.0,0.6695254688735979
973.0,0.6695404888501667
974.0,0.669545495509023
975.0,0.6695505021678793
979.0,0.6695655221444481
980.0,0.6695705288033044
981.0,0.6695755354621606
984.0,0.6695855487798732
985.0,0.6695905554387295
986.0,0.6704667207385783
987.0,0.6704767340562908
988.0,0.6704867473740034
989.0,0.6704917540328597
990.0,0.6704967606917159
991.0,0.6705017673505722
992.0,0.6705117806682848
993.0,0.6705217939859973
994.0,0.6705268006448536
995.0,0.6705318073037099
996.0,0.6705368139625661
998.0,0.6705468272802787
999.0,0.670551833939135
1000.0,0.6705568405979913
1001.0,0.6705618472568475
1004.0,0.6705668539157038
1005.0,0.6705718605745601
1007.0,0.6705768672334164
1009.0,0.6705818738922726
1010.0,0.6705868805511289
1017.0,0.6705968938688415
1018.0,0.670606907186554
1020.0,0.6706169205042666
1022.0,0.6706219271631229
1025.0,0.6706269338219791
1026.0,0.6706369471396917
1028.0,0.670641953798548
1030.0,0.6706469604574042
1031.0,0.6706519671162605
1034.0,0.6706569737751168
1035.0,0.6706719937516856
1038.0,0.6706770004105419
1042.0,0.6706870137282545
1045.0,0.670697027045967
1047.0,0.6707020337048233
1048.0,0.6707070403636796
1049.0,0.6707170536813921
1051.0,0.6707220603402484
1053.0,0.6707270669991047
1054.0,0.670732073657961
1055.0,0.6707370803168172
1057.0,0.6707420869756735
1058.0,0.6707470936345298
1062.0,0.6707571069522423
1063.0,0.6707621136110986
1064.0,0.6707671202699549
1065.0,0.6707721269288112
1066.0,0.6707771335876674
1067.0,0.67078714690538
1068.0,0.6707921535642363
1069.0,0.6708021668819488
1071.0,0.6708071735408051
1076.0,0.6708171868585177
1078.0,0.6708272001762302
1079.0,0.6708322068350865
1081.0,0.6708372134939428
1083.0,0.670842220152799
1084.0,0.6708572401293679
1085.0,0.6708622467882241
1090.0,0.6708672534470804
1091.0,0.6708722601059367
1092.0,0.6708822734236493
1093.0,0.6708872800825055
1095.0,0.6708972934002181
1097.0,0.6709123133767869
1098.0,0.6709173200356432
1101.0,0.6709223266944995
1102.0,0.6709273333533557
1104.0,0.670932340012212
1106.0,0.6709423533299246
1111.0,0.6709523666476371
1112.0,0.670967386624206
1113.0,0.6709723932830622
1116.0,0.6709824066007748
1117.0,0.6709924199184873
1118.0,0.6709974265773436
1119.0,0.6710024332361999
1123.0,0.6710074398950562
1125.0,0.6710174532127687
1127.0,0.671022459871625
1130.0,0.6710274665304813
1131.0,0.6710374798481938
1133.0,0.6710474931659064
1134.0,0.6710524998247627
1135.0,0.671057506483619
1137.0,0.6710625131424752
1139.0,0.6710725264601878
1142.0,0.6710825397779003
1146.0,0.6710975597544692
1147.0,0.6711075730721817
1149.0,0.6711175863898943
1150.0,0.6711225930487505
1151.0,0.6711326063664631
1153.0,0.6711376130253194
1156.0,0.6711476263430319
1159.0,0.6711526330018882
1160.0,0.6711576396607445
1161.0,0.6711626463196008
1165.0,0.671167652978457
1166.0,0.6711776662961696
1172.0,0.6711826729550259
1174.0,0.6711876796138821
1177.0,0.6711926862727384
1178.0,0.6712077062493073
1179.0,0.6712127129081635
1181.0,0.6712277328847324
1183.0,0.6712327395435886
1184.0,0.6712427528613012
1186.0,0.6712477595201575
1189.0,0.6712527661790137
1190.0,0.67125777283787
1194.0,0.6712627794967263
1196.0,0.6712677861555826
1197.0,0.6712777994732951
1198.0,0.6712828061321514
1199.0,0.6712878127910077
1200.0,0.6760791853164666
1201.0,0.6760992119518917
1203.0,0.676104218610748
1205.0,0.6761092252696043
1208.0,0.6761192385873168
1209.0,0.6761292519050294
1217.0,0.6761342585638856
1218.0,0.6761392652227419
1220.0,0.6761492785404545
1224.0,0.6761542851993108
1227.0,0.6761642985170233
1231.0,0.6761693051758796
1232.0,0.6761743118347359
1235.0,0.6761793184935921
1239.0,0.6761893318113047
1243.0,0.676194338470161
1248.0,0.6761993451290172
1249.0,0.6762093584467298
1256.0,0.6762143651055861
1259.0,0.6762193717644424
1260.0,0.6762243784232986
1265.0,0.6762293850821549
1266.0,0.6762343917410112
1267.0,0.6762393983998675
1270.0,0.6762444050587237
1272.0,0.67624941171758
1273.0,0.6762544183764363
1277.0,0.6762644316941488
1278.0,0.6762694383530051
1279.0,0.6762744450118614
1285.0,0.6762794516707177
1287.0,0.6762894649884302
1288.0,0.6762994783061428
1289.0,0.6763094916238553
1292.0,0.6763144982827116
1293.0,0.6763195049415679
1296.0,0.6763245116004242
1304.0,0.6763295182592804
1305.0,0.6763345249181367
1306.0,0.6763445382358493
1308.0,0.6763545515535618
1309.0,0.6763645648712744
1314.0,0.6763695715301307
1317.0,0.6763745781889869
1318.0,0.6763795848478432
1320.0,0.6763845915066995
1322.0,0.676394604824412
1328.0,0.6763996114832683
1331.0,0.6764046181421246
1343.0,0.6764096248009809
1350.0,0.6764146314598372
1351.0,0.6764196381186934
1353.0,0.6764246447775497
1360.0,0.676429651436406
1362.0,0.6764396647541185
1365.0,0.6764546847306874
1366.0,0.6764646980483999
1369.0,0.6764697047072562
1370.0,0.6764747113661125
1373.0,0.6764797180249688
1379.0,0.6764897313426813
1380.0,0.6764997446603939
1382.0,0.6765097579781064
1383.0,0.6765147646369627
1385.0,0.676519771295819
1392.0,0.6765247779546752
1393.0,0.6765347912723878
1396.0,0.6765397979312441
1397.0,0.6765448045901004
1399.0,0.6765498112489566
1401.0,0.6765548179078129
1408.0,0.6765598245666692
1410.0,0.6765648312255255
1411.0,0.6765698378843817
1414.0,0.676574844543238
1417.0,0.6765798512020943
1427.0,0.6765848578609506
1428.0,0.6765898645198068
1430.0,0.6765948711786631
1434.0,0.6765998778375194
1437.0,0.676609891155232
1439.0,0.6766148978140882
1440.0,0.6766249111318008
1441.0,0.6766349244495133
1455.0,0.6766399311083696
1457.0,0.6766449377672259
1459.0,0.6766499444260822
1462.0,0.6766549510849384
1464.0,0.6766599577437947
1469.0,0.676664964402651
1470.0,0.6766699710615073
1475.0,0.6766749777203636
1477.0,0.6766799843792198
1479.0,0.6766849910380761
1480.0,0.6766899976969324
1486.0,0.6766950043557887
1488.0,0.6767000110146449
1494.0,0.6767100243323575
1497.0,0.67672003765007
1501.0,0.6767250443089263
1503.0,0.6767300509677826
1507.0,0.6767400642854952
1508.0,0.6767450709443514
1514.0,0.6767500776032077
1517.0,0.676755084262064
1519.0,0.6767600909209203
1520.0,0.6767650975797765
1521.0,0.6767701042386328
1523.0,0.6767751108974891
1525.0,0.6767801175563454
1526.0,0.6767851242152016
1533.0,0.6767901308740579
1534.0,0.6767951375329142
1540.0,0.6768001441917705
1543.0,0.6768051508506268
1548.0,0.6768151641683393
1550.0,0.6768201708271956
1554.0,0.6768251774860519
1559.0,0.6768301841449081
1561.0,0.6768351908037644
1565.0,0.676845204121477
1568.0,0.6768602240980458
1572.0,0.6768652307569021
1579.0,0.6768702374157584
1580.0,0.6768752440746146
1582.0,0.6768802507334709
1587.0,0.6768852573923272
1588.0,0.6768902640511835
1590.0,0.6768952707100397
1591.0,0.676900277368896
1592.0,0.6769052840277523
1594.0,0.6769102906866086
1600.0,0.6769152973454649
1605.0,0.6769203040043211
1609.0,0.6769253106631774
1610.0,0.6769303173220337
1612.0,0.67693532398089
1615.0,0.6769403306397462
1617.0,0.6769453372986025
1620.0,0.6769503439574588
1626.0,0.6769553506163151
1628.0,0.6769603572751713
1632.0,0.6769653639340276
1634.0,0.6769703705928839
1639.0,0.6769753772517402
1645.0,0.6769803839105965
1646.0,0.6769853905694527
1648.0,0.676990397228309
1651.0,0.6769954038871653
1652.0,0.6770004105460216
1661.0,0.6770104238637341
1665.0,0.6770154305225904
1667.0,0.6770254438403029
1669.0,0.6770354571580155
1671.0,0.6770404638168718
1679.0,0.677045470475728
1680.0,0.6770504771345843
1683.0,0.6770604904522969
1685.0,0.6770654971111532
1696.0,0.6770755104288657
1697.0,0.677080517087722
1700.0,0.6770905304054345
1701.0,0.6770955370642908
1702.0,0.6771005437231471
1704.0,0.6771055503820034
1705.0,0.6771255770174285
1708.0,0.6771305836762848
1709.0,0.677135590335141
1711.0,0.6771405969939973
1712.0,0.6771456036528536
1714.0,0.6771506103117099
1715.0,0.6771556169705661
1717.0,0.6771606236294224
1722.0,0.6771656302882787
1726.0,0.677170636947135
1727.0,0.6771756436059913
1731.0,0.6771856569237038
1732.0,0.6771906635825601
1734.0,0.6771956702414164
1736.0,0.6772006769002726
1740.0,0.6772056835591289
1742.0,0.6772156968768415
1744.0,0.6772307168534103
1747.0,0.6772407301711229
1748.0,0.6772457368299791
1752.0,0.6772507434888354
