expAges,June 15 2013,October 15 2013,March 15 2014
504000,2.03716E-05,1.51796E-05,1.01436E-05
504900,1.52787E-05,5.05986E-06,3.04309E-05
505800,5.09289E-06,2.02394E-05,1.01436E-05
506700,1.01858E-05,0,1.52155E-05
507600,1.01858E-05,3.03591E-05,2.02873E-05
508500,3.05574E-05,3.03591E-05,3.04309E-05
509400,4.07432E-05,4.04789E-05,2.53591E-05
510300,3.56503E-05,1.51796E-05,5.07182E-06
511200,8.65792E-05,3.03591E-05,1.01436E-05
512100,3.05574E-05,5.05986E-06,1.52155E-05
513000,1.52787E-05,2.02394E-05,3.04309E-05
513900,1.01858E-05,0,4.05745E-05
514800,2.54645E-05,3.5419E-05,2.02873E-05
515700,1.52787E-05,2.52993E-05,3.04309E-05
516600,3.56503E-05,5.05986E-05,1.52155E-05
517500,1.01858E-05,3.5419E-05,5.07182E-06
518400,8.65792E-05,0.000212514,0.000136939
519300,3.56503E-05,9.10774E-05,3.55027E-05
520200,1.01858E-05,5.05986E-05,1.52155E-05
521100,1.01858E-05,3.03591E-05,0
522000,2.54645E-05,1.51796E-05,2.02873E-05
522900,6.11147E-05,3.03591E-05,3.04309E-05
523800,1.01858E-05,1.51796E-05,4.05745E-05
524700,3.05574E-05,1.51796E-05,5.07182E-06
525600,4.07432E-05,1.01197E-05,3.04309E-05
526500,5.09289E-06,2.02394E-05,1.52155E-05
527400,1.01858E-05,1.51796E-05,2.02873E-05
528300,2.03716E-05,1.01197E-05,4.05745E-05
529200,3.05574E-05,4.04789E-05,4.56464E-05
530100,1.01858E-05,5.05986E-06,1.01436E-05
531000,3.05574E-05,3.03591E-05,3.55027E-05
531900,2.54645E-05,5.05986E-06,2.53591E-05
532800,0,4.04789E-05,3.04309E-05
533700,5.09289E-06,2.02394E-05,8.62209E-05
534600,2.03716E-05,1.01197E-05,2.02873E-05
535500,5.09289E-06,2.02394E-05,2.02873E-05
536400,1.01858E-05,3.03591E-05,4.05745E-05
537300,3.05574E-05,1.01197E-05,4.05745E-05
538200,2.03716E-05,1.51796E-05,1.01436E-05
539100,1.01858E-05,2.02394E-05,3.04309E-05
540000,4.5836E-05,1.01197E-05,1.52155E-05
540900,4.07432E-05,2.02394E-05,1.52155E-05
541800,2.54645E-05,0,2.53591E-05
542700,2.03716E-05,5.05986E-06,0
543600,1.01858E-05,0,5.07182E-05
544500,3.05574E-05,3.5419E-05,1.01436E-05
545400,0.000341224,1.01197E-05,2.02873E-05
546300,3.56503E-05,3.5419E-05,5.07182E-06
547200,2.03716E-05,1.51796E-05,2.53591E-05
548100,1.52787E-05,0,2.02873E-05
549000,1.01858E-05,5.05986E-06,3.04309E-05
549900,2.54645E-05,5.05986E-06,1.01436E-05
550800,0,1.51796E-05,1.01436E-05
551700,5.09289E-06,0,0
552600,5.09289E-06,0,2.02873E-05
553500,1.01858E-05,1.01197E-05,3.55027E-05
554400,1.01858E-05,1.51796E-05,2.53591E-05
555300,5.09289E-06,1.01197E-05,3.55027E-05
556200,1.52787E-05,5.05986E-06,2.02873E-05
557100,3.05574E-05,1.51796E-05,7.10054E-05
558000,2.03716E-05,1.01197E-05,2.53591E-05
558900,2.03716E-05,1.01197E-05,3.55027E-05
559800,5.09289E-05,2.02394E-05,4.05745E-05
560700,4.07432E-05,2.52993E-05,4.05745E-05
561600,6.62076E-05,2.52993E-05,3.04309E-05
562500,4.07432E-05,5.05986E-06,3.55027E-05
563400,4.07432E-05,3.03591E-05,3.04309E-05
564300,2.54645E-05,1.01197E-05,3.55027E-05
565200,3.05574E-05,2.52993E-05,4.56464E-05
566100,1.01858E-05,2.52993E-05,1.01436E-05
567000,1.52787E-05,1.51796E-05,4.05745E-05
567900,4.07432E-05,3.5419E-05,6.08618E-05
568800,3.56503E-05,5.05986E-06,4.05745E-05
569700,1.52787E-05,0,6.59336E-05
570600,3.05574E-05,2.02394E-05,4.05745E-05
571500,0,5.05986E-06,5.07182E-05
572400,2.54645E-05,1.01197E-05,5.579E-05
573300,2.54645E-05,4.55387E-05,5.07182E-05
574200,1.01858E-05,3.5419E-05,0.000106508
575100,2.03716E-05,4.04789E-05,6.08618E-05
576000,2.54645E-05,4.55387E-05,6.59336E-05
576900,4.5836E-05,4.04789E-05,0.000121724
577800,4.5836E-05,5.05986E-06,0.000202873
578700,1.52787E-05,2.02394E-05,0.000106508
579600,2.03716E-05,2.02394E-05,6.08618E-05
580500,0,2.02394E-05,0.000131867
581400,1.01858E-05,2.52993E-05,4.05745E-05
582300,0,3.03591E-05,6.59336E-05
583200,1.52787E-05,3.5419E-05,0.000101436
584100,3.56503E-05,2.52993E-05,5.07182E-05
585000,2.54645E-05,2.02394E-05,2.02873E-05
585900,2.03716E-05,6.57782E-05,4.05745E-05
586800,5.60218E-05,7.58979E-05,4.56464E-05
587700,2.03716E-05,2.02394E-05,3.04309E-05
588600,5.09289E-06,6.57782E-05,7.10054E-05
589500,1.52787E-05,3.5419E-05,5.07182E-05
590400,1.01858E-05,6.57782E-05,3.04309E-05
591300,4.5836E-05,3.5419E-05,0.000116652
592200,5.09289E-05,3.5419E-05,0.000136939
593100,5.09289E-05,4.55387E-05,8.62209E-05
594000,3.05574E-05,2.02394E-05,6.08618E-05
594900,4.07432E-05,5.56584E-05,7.10054E-05
595800,3.56503E-05,7.58979E-05,9.12927E-05
596700,1.01858E-05,9.61373E-05,0.000142011
597600,5.60218E-05,0.000177095,0.000126795
598500,2.03716E-05,6.57782E-05,0.000131867
599400,5.09289E-05,4.04789E-05,8.62209E-05
600300,5.09289E-05,9.61373E-05,7.10054E-05
601200,4.5836E-05,3.5419E-05,8.62209E-05
602100,2.03716E-05,7.0838E-05,6.59336E-05
603000,6.11147E-05,6.57782E-05,7.10054E-05
603900,6.11147E-05,4.55387E-05,0.000131867
604800,0.081012671,0.079262677,0.087717074
More,0,0,0
