33765|0
2069|0
25353|0
46100|31536000
6133|31104000
25358|0
499|31536000
2455|31104000
25354|0
24690|31536000
3267|626392769
2007|0
8476|31536000
209|1
1724|0
94952|31536000
561|0
99275|31536000
27701|31536000
1112|0
9795|31536000
873|0
9661|0
17831|0
1626|31536000
1625|0
44517|0
1626|0
5389|31536000
7324|31536000
2139|31536000
1354|31536000
2498|31536000
892|31536000
1018|0
5660|31536000
1018|0
920|0
2605|31536000
6187|31536000
2393|315360000
13847|31536000
7662|31536000
1626|0
74598|31536000
7333|31536000
293739|31536000
2144|31536000
1141|31536000
52667|31536000
938|31536000
172|0
958|31536000
175|0
475|31536000
253|0
11336|0
856|31536000
39387|0
1260|300
314|86400
2460|0
9005|31536000
45283|0
2195|31536000
506|0
11156|31536000
1180|0
2230|0
2619|86400
1933|0
2087|0
417|0
2955|0
2133|0
1086|0
814|0
1861|0
5628|0
2178|0
2426|0
1639|300
55612|0
178|0
44|150
2801|0
11860|31536000
44|150
12475|31536000
44|150
521|86400
44|150
5251|31536000
44|150
44|150
16356|31536000
44|150
16289|31536000
44|150
16508|31536000
44|150
50|0
44|150
15675|43200
210986|315360000
39|2592000
26573|315360000
659|315360000
20804|60
94703|599
8772|599
1856|86681
35|0
61634|7200
205|567648000
43|0
2834|7200
1463|315360000
37714|2592000
13356|315360000
3685|2592000
10959|93020
2480|2592000
41699|31536000
2726|2592000
2856|2592000
770|86682
4601|2592000
882|315360000
2841|2592000
2513|2592000
43|0
5564|604800
30396|86662
545|600
12693|0
66671|315360000
6250|3600
12706|0
43|0
1|0
10770|629163555
749|315360000
239|600
2254|630396042
152946|7166
31134|315360000
6639|0
11591|7166
43230|315360000
6996|0
8923|600
174123|1209625
4559|31536000
1141|0
10214|1210053
412|31536000
2815|630720000
5993|600
10839|1209855
7689|315360000
53|0
2|0
331368|1209716
7930|1800
48|0
38645|630720000
512|1210103
238|0
1623|600
1724|0
4050|2592000
233|0
2042|31536000
13112|630720000
4558|2592000
1740|0
64|0
3014|2592000
13606|0
346|7200
64|0
6382|2592000
58222|31536000
336|7200
17817|630720000
6324|1209855
179|0
62219|31536000
45940|630259358
9168|1209704
7356|0
285|2592000
20|0
8622|1209668
7181|0
12985|7200
64|0
6722|1210117
1487|0
248|0
799|1209903
64|0
12779|567648000
2524|1210023
80|0
3406|2592000
44905|1209887
13812|31536000
1901|1209923
5002|2591999
23153|1209642
6074|86400
2884|1209899
4780|86400
300|0
4588|86400
857|0
3565|86400
2860|0
3383|2592000
7007|1209705
5028|2592000
2067|1209650
4785|2592000
13558|1209607
4977|86400
42|0
2860|0
6673|31536000
13111|5184000
4953|2592000
212|1209861
5629|86400
891|0
43|0
3183|2592000
893|0
1580|1210024
5361|86400
1410|2592000
43|0
63682|31536000
12813|0
14441|2592000
1676|1209773
7202|0
12753|0
707|0
9366|315360000
12787|0
163|0
48241|31536000
11091|31104000
11977|1210081
1633|31104000
560|31104000
13693|31104000
1093|31104000
8536|31104000
14173|31104000
8172|31104000
970|31104000
11671|31104000
30044|31104000
7048|31104000
98127|31104000
482|31104000
553|15552000
8270|31104000
13054|31104000
1134|31104000
2612|31104000
3724|311040000
43|0
43|0
43|0
1293|31104000
1215|31104000
260|86400
3676|0
139|0
332|0
15466|315360000
2072|0
5793|315360000
1503|507385
2906|7200
3556|0
10873|507384
37833|315360000
371|0
20|0
43|0
53971|315360000
3561|0
956|315360000
10876|315360000
34965|604800
10335|315360000
6904|604800
10639|315360000
4321|0
54765|604800
4322|0
21050|315360000
32|0
4312|0
48|0
43|0
5009|30528878
49200|315360000
43|0
1731|28545809
57857|315360000
160|604800
4312|0
3539|315360000
3122|604800
1454|4062095
4558|315360000
477|604800
6395|31289916
34103|0
2028|315360000
4709|17081071
46100|31536000
4111|315360000
499|31536000
8499|22787340
1925|315360000
24690|31536000
14485|28244982
3242|315360000
1939|31536000
4093|30562556
1929|315360000
94952|31536000
46100|31536000
4055|28211010
99275|31536000
2145|315360000
499|31536000
5444|29032344
143349|31536000
31850|315360000
24690|31536000
8835|29792979
27701|31536000
22582|315360000
8476|31536000
3235|29534699
9795|31536000
12620|315360000
57448|12736892
94952|31536000
1418|7200
10013|12901789
99275|31536000
16238|12889025
43|0
11075|30527819
27701|31536000
43|0
50409|30528244
9795|31536000
1631|17800063
42|0
11936|22156388
8865|24391557
15395|19564042
12716|22543072
91|0
15043|27190560
170|0
12|0
45913|0
9971|0
946|15552000
193|15552000
31296|315360000
339|15552000
707|315360000
42|0
33625|315360000
