Time,Average Requests,Upper CI,Lower CI
0,0.0,0.0,0.0
1000,0.037126465661641558,0.037356654608662714,0.036896276714620403
2000,0.047067001675041874,0.04733507295286489,0.046798930397218858
3000,0.059513819095477385,0.059835828151399206,0.059191810039555565
4000,0.069157872696817391,0.069468866431488252,0.068846878962146529
5000,0.075447236180904528,0.075766224063642418,0.075128248298166639
6000,0.077768425460636614,0.078112843258457298,0.07742400766281593
7000,0.075992462311557749,0.076328018538936226,0.075656906084179271
8000,0.071030150753768756,0.071345924053922025,0.070714377453615487
9000,0.064097989949748801,0.064415008865924023,0.06378097103357358
10000,0.056500000000000029,0.056801763351229467,0.056198236648770591
11000,0.048337939698492455,0.0486262820856702,0.04804959731131471
12000,0.041500000000000023,0.04175817886076709,0.041241821139232956
13000,0.035237855946398708,0.035480214058766543,0.034995497834030873
14000,0.029762144053601364,0.029969841161985644,0.029554446945217083
15000,0.02528056951423787,0.02547307160153427,0.02508806742694147
16000,0.021312395309882753,0.02149405946515125,0.021130731154614255
17000,0.018264656616415416,0.018432825482640604,0.018096487750190227
18000,0.015488274706867682,0.015657822391733349,0.015318727022002017
19000,0.013370184254606359,0.013509326102133052,0.013231042407079665
20000,0.011642797319932997,0.011785804143507351,0.011499790496358643
21000,0.010053601340033497,0.010179519120284992,0.0099276835597820016
22000,0.0087671691792294733,0.0088840176317297823,0.0086503207267291642
23000,0.0076025963149078902,0.0077192447445558112,0.0074859478852599692
24000,0.0067855946398660038,0.0068921347145332991,0.0066790545651987084
25000,0.0059271356783919685,0.0060262749796098436,0.0058279963771740934
26000,0.0052650753768844283,0.0053582971609679262,0.0051718535928009304
27000,0.004688023450586264,0.0047749991693538931,0.0046010477318186348
28000,0.0041901172529313288,0.0042720119529715429,0.0041082225528911148
29000,0.0037332495812395367,0.0038054642411550835,0.0036610349213239898
30000,0.0034141541038526001,0.0034870215596052158,0.0033412866480999844
31000,0.0030958961474036924,0.0031676469816465202,0.0030241453131608646
32000,0.0027709380234505897,0.0028385896934294114,0.002703286353471768
33000,0.0025900335008375223,0.00265794998065231,0.0025221170210227347
34000,0.0023257956448911247,0.0023898662220652655,0.002261725067716984
35000,0.0021582914572864341,0.002214249532450785,0.0021023333821220832
36000,0.0018777219430485775,0.0019319497627081714,0.0018234941233889836
37000,0.0017424623115577889,0.0017958942294353335,0.0016890303936802442
38000,0.0016683417085427144,0.0017208279816658817,0.001615855435419547
39000,0.0015251256281407059,0.0015754356934137455,0.0014748155628676663
40000,0.0013957286432160819,0.0014452748898790484,0.0013461823965531155
41000,0.0013052763819095467,0.0013500505570890084,0.001260502206730085
42000,0.0011930485762144064,0.0012355995804495337,0.0011504975719792792
43000,0.0010770519262981576,0.0011201433341393231,0.0010339605184569922
44000,0.001023869346733668,0.0010657094689473677,0.0009820292245199683
45000,0.00096356783919598074,0.0010024750941511834,0.00092466058424077804
46000,0.00086599664991624805,0.00090487734512838865,0.00082711595470410745
47000,0.00081532663316583021,0.00085101112147422536,0.00077964214485743506
48000,0.00079313232830820765,0.00082833982674268948,0.00075792482987372583
49000,0.0007110552763819098,0.00074332840503843424,0.00067878214772538537
50000,0.0006850921273031822,0.0007175686455196948,0.00065261560908666961
51000,0.0006298157453936339,0.00066085007922929591,0.00059878141155797189
52000,0.00059003350083752153,0.00062005095069865459,0.00056001605097638846
53000,0.00058333333333333371,0.0006141057584457193,0.00055256090822094811
